#           z                     x1                     y1                    x2                     y2                    x3                     y3                    x4                     y4          
2.54000000000000E+00, -8.70000000000000E+01, +8.49400000000000E+01, -9.92000000000000E+01, +8.50900000000000E+01, -9.92300000000000E+01, +8.26700000000000E+01, -8.70300000000000E+01, +8.25200000000000E+01
2.54000000000000E+00, -6.50400000000000E+01, +8.50700000000000E+01, -7.72400000000000E+01, +8.50500000000000E+01, -7.72400000000000E+01, +8.26300000000000E+01, -6.50400000000000E+01, +8.26500000000000E+01
2.54000000000000E+00, -4.45200000000000E+01, +8.51600000000000E+01, -5.67200000000000E+01, +8.51800000000000E+01, -5.67200000000000E+01, +8.27600000000000E+01, -4.45200000000000E+01, +8.27400000000000E+01
2.54000000000000E+00, -2.39500000000000E+01, +8.54400000000000E+01, -3.61400000000000E+01, +8.49500000000000E+01, -3.60400000000000E+01, +8.25300000000000E+01, -2.38500000000000E+01, +8.30200000000000E+01
2.54000000000000E+00, -4.00999999999998E+00, +8.53800000000000E+01, -1.62100000000000E+01, +8.51700000000000E+01, -1.61700000000000E+01, +8.27500000000000E+01, -3.96999999999998E+00, +8.29600000000000E+01
2.54000000000000E+00, +1.49100000000000E+01, +8.57000000000000E+01, +2.71000000000001E+00, +8.56600000000000E+01, +2.72000000000001E+00, +8.32400000000000E+01, +1.49200000000000E+01, +8.32800000000000E+01
2.54000000000000E+00, +3.47900000000000E+01, +8.56500000000000E+01, +2.25900000000000E+01, +8.56100000000000E+01, +2.26000000000000E+01, +8.31900000000000E+01, +3.48000000000000E+01, +8.32300000000000E+01
2.54000000000000E+00, +5.39800000000000E+01, +8.56100000000000E+01, +4.17800000000000E+01, +8.55900000000000E+01, +4.17800000000000E+01, +8.31700000000000E+01, +5.39800000000000E+01, +8.31900000000000E+01
2.54000000000000E+00, +7.35200000000000E+01, +8.57700000000000E+01, +6.13200000000000E+01, +8.58300000000000E+01, +6.13100000000000E+01, +8.34100000000000E+01, +7.35100000000000E+01, +8.33500000000000E+01
2.54000000000000E+00, +9.26800000000000E+01, +8.55900000000000E+01, +8.04900000000000E+01, +8.59700000000000E+01, +8.04100000000000E+01, +8.35500000000000E+01, +9.26000000000000E+01, +8.31700000000000E+01
2.54000000000000E+00, -8.66700000000000E+01, +6.95500000000000E+01, -9.88600000000000E+01, +6.91700000000000E+01, -9.87900000000000E+01, +6.67500000000000E+01, -8.65900000000000E+01, +6.71300000000000E+01
2.54000000000000E+00, -6.42500000000000E+01, +7.00800000000000E+01, -7.64400000000000E+01, +6.95700000000000E+01, -7.63400000000000E+01, +6.71500000000000E+01, -6.41500000000000E+01, +6.76600000000000E+01
2.54000000000000E+00, -4.34400000000000E+01, +7.04900000000000E+01, -5.56300000000000E+01, +7.01300000000000E+01, -5.55600000000000E+01, +6.77100000000000E+01, -4.33700000000000E+01, +6.80700000000000E+01
2.54000000000000E+00, -2.29800000000000E+01, +7.07300000000000E+01, -3.51800000000000E+01, +7.04100000000000E+01, -3.51100000000000E+01, +6.79900000000000E+01, -2.29200000000000E+01, +6.83100000000000E+01
2.54000000000000E+00, -3.23999999999999E+00, +7.14600000000000E+01, -1.54300000000000E+01, +7.10800000000000E+01, -1.53600000000000E+01, +6.86600000000000E+01, -3.15999999999999E+00, +6.90400000000000E+01
2.54000000000000E+00, +1.55400000000000E+01, +7.16700000000000E+01, +3.34000000000001E+00, +7.13700000000000E+01, +3.40000000000002E+00, +6.89500000000000E+01, +1.56000000000000E+01, +6.92500000000000E+01
2.54000000000000E+00, +3.56700000000000E+01, +7.21400000000000E+01, +2.34700000000000E+01, +7.19700000000000E+01, +2.35000000000000E+01, +6.95500000000000E+01, +3.57000000000000E+01, +6.97200000000000E+01
2.54000000000000E+00, +5.41500000000000E+01, +7.23200000000000E+01, +4.19500000000000E+01, +7.21700000000000E+01, +4.19800000000000E+01, +6.97500000000000E+01, +5.41800000000000E+01, +6.99000000000000E+01
2.54000000000000E+00, +7.41100000000000E+01, +7.25500000000000E+01, +6.19100000000000E+01, +7.24000000000000E+01, +6.19400000000000E+01, +6.99800000000000E+01, +7.41400000000000E+01, +7.01300000000000E+01
2.54000000000000E+00, +9.28200000000000E+01, +7.26100000000000E+01, +8.06300000000000E+01, +7.31200000000000E+01, +8.05300000000000E+01, +7.07000000000000E+01, +9.27200000000000E+01, +7.01900000000000E+01
2.54000000000000E+00, -8.59800000000000E+01, +5.48300000000000E+01, -9.81800000000000E+01, +5.48100000000000E+01, -9.81800000000000E+01, +5.23900000000000E+01, -8.59800000000000E+01, +5.24100000000000E+01
2.54000000000000E+00, -6.37800000000000E+01, +5.50400000000000E+01, -7.59800000000000E+01, +5.50200000000000E+01, -7.59800000000000E+01, +5.26000000000000E+01, -6.37800000000000E+01, +5.26200000000000E+01
2.54000000000000E+00, -4.39300000000000E+01, +5.55000000000000E+01, -5.61300000000000E+01, +5.56500000000000E+01, -5.61600000000000E+01, +5.32300000000000E+01, -4.39600000000000E+01, +5.30800000000000E+01
2.54000000000000E+00, -2.25300000000000E+01, +5.57100000000000E+01, -3.47300000000000E+01, +5.55800000000000E+01, -3.47000000000000E+01, +5.31600000000000E+01, -2.25000000000000E+01, +5.32900000000000E+01
2.54000000000000E+00, -3.00999999999999E+00, +5.58200000000000E+01, -1.52100000000000E+01, +5.59300000000000E+01, -1.52300000000000E+01, +5.35100000000000E+01, -3.02999999999999E+00, +5.34000000000000E+01
2.54000000000000E+00, +1.59900000000000E+01, +5.61200000000000E+01, +3.79000000000001E+00, +5.61800000000000E+01, +3.78000000000000E+00, +5.37600000000000E+01, +1.59800000000000E+01, +5.37000000000000E+01
2.54000000000000E+00, +3.64500000000000E+01, +5.65400000000000E+01, +2.42500000000000E+01, +5.64300000000000E+01, +2.42700000000000E+01, +5.40100000000000E+01, +3.64700000000000E+01, +5.41200000000000E+01
2.54000000000000E+00, +5.45400000000000E+01, +5.68600000000000E+01, +4.23400000000000E+01, +5.67500000000000E+01, +4.23600000000000E+01, +5.43300000000000E+01, +5.45600000000000E+01, +5.44400000000000E+01
2.54000000000000E+00, +7.48200000000000E+01, +5.72700000000000E+01, +6.26200000000000E+01, +5.71600000000000E+01, +6.26400000000000E+01, +5.47400000000000E+01, +7.48400000000000E+01, +5.48500000000000E+01
2.54000000000000E+00, +9.26200000000000E+01, +5.77800000000000E+01, +8.04200000000000E+01, +5.75200000000000E+01, +8.04700000000000E+01, +5.51100000000000E+01, +9.26700000000000E+01, +5.53600000000000E+01
2.54000000000000E+00, -8.66200000000000E+01, +3.95500000000000E+01, -9.88200000000000E+01, +3.95700000000000E+01, -9.88200000000000E+01, +3.71500000000000E+01, -8.66200000000000E+01, +3.71300000000000E+01
2.54000000000000E+00, -6.41300000000000E+01, +3.86500000000000E+01, -7.63300000000000E+01, +3.87400000000000E+01, -7.63500000000000E+01, +3.63200000000000E+01, -6.41500000000000E+01, +3.62300000000000E+01
2.54000000000000E+00, -4.44600000000000E+01, +3.91600000000000E+01, -5.66600000000000E+01, +3.93700000000000E+01, -5.67000000000000E+01, +3.69500000000000E+01, -4.45000000000000E+01, +3.67400000000000E+01
