2.54, 2.00000000000000E+01, 1.71940000000000E+02, 7.80091049014248E+00, 1.72089047410190E+02, 7.83047563216378E+00, 1.74508866804768E+02, 2.00295651420213E+01, 1.74359819394578E+02
2.54, 4.19600000000000E+01, 1.72070000000000E+02, 2.97600185816579E+01, 1.72048706993936E+02, 2.97557948870124E+01, 1.74468703308066E+02, 4.19557763053545E+01, 1.74489996314130E+02
2.54, 6.24800000000000E+01, 1.72160000000000E+02, 5.02800185816579E+01, 1.72181293006064E+02, 5.02842422763034E+01, 1.74601289320194E+02, 6.24842236946455E+01, 1.74579996314130E+02
2.54, 8.30500000000000E+01, 1.72440000000000E+02, 7.08598283796038E+01, 1.71950392131103E+02, 7.07627094416750E+01, 1.74368442567280E+02, 8.29528810620712E+01, 1.74858050436177E+02
2.54, 1.02990000000000E+02, 1.72380000000000E+02, 9.07918581190920E+01, 1.72167080641465E+02, 9.07496232955138E+01, 1.74586712063744E+02, 1.02947765176422E+02, 1.74799631422278E+02
2.54, 1.21910000000000E+02, 1.72700000000000E+02, 1.09710074326575E+02, 1.72657414052734E+02, 1.09701626950150E+02, 1.75077399309266E+02, 1.21901552623575E+02, 1.75119985256532E+02
2.54, 1.41790000000000E+02, 1.72650000000000E+02, 1.29590074326575E+02, 1.72607414052734E+02, 1.29581626950150E+02, 1.75027399309266E+02, 1.41781552623575E+02, 1.75069985256532E+02
2.54, 1.60980000000000E+02, 1.72610000000000E+02, 1.48780018581658E+02, 1.72588706993936E+02, 1.48775794887012E+02, 1.75008703308066E+02, 1.60975776305355E+02, 1.75029996314130E+02
2.54, 1.80520000000000E+02, 1.72770000000000E+02, 1.68320167234581E+02, 1.72833878758743E+02, 1.68332838267053E+02, 1.75253845585982E+02, 1.80532671032472E+02, 1.75189966827239E+02
2.54, 1.99680000000000E+02, 1.72590000000000E+02, 1.87486019963538E+02, 1.72973211260753E+02, 1.87562034000507E+02, 1.75392017136838E+02, 1.99756014036969E+02, 1.75008805876085E+02
2.54, 2.03300000000000E+01, 1.56550000000000E+02, 8.13601996353808E+00, 1.56166788739247E+02, 8.06000592656900E+00, 1.58585594615332E+02, 2.02539859630309E+01, 1.58968805876085E+02
2.54, 4.27500000000000E+01, 1.57080000000000E+02, 3.05607014727939E+01, 1.56569117024504E+02, 3.04593623907693E+01, 1.58986994273343E+02, 4.26486609179753E+01, 1.59497877248839E+02
2.54, 6.35600000000000E+01, 1.57490000000000E+02, 5.13653697065435E+01, 1.57128071822162E+02, 5.12935773958576E+01, 1.59547006683651E+02, 6.34882076893140E+01, 1.59908934861489E+02
2.54, 8.40200000000000E+01, 1.57730000000000E+02, 7.18241806352982E+01, 1.57410641230644E+02, 7.17608324203931E+01, 1.59829811957085E+02, 8.39566517850949E+01, 1.60149170726441E+02
2.54, 1.03760000000000E+02, 1.58460000000000E+02, 9.15660199635381E+01, 1.58076788739247E+02, 9.14900059265690E+01, 1.60495594615332E+02, 1.03683985963031E+02, 1.60878805876085E+02
2.54, 1.22540000000000E+02, 1.58670000000000E+02, 1.10343641824670E+02, 1.58371927426538E+02, 1.10284515953540E+02, 1.60791205031808E+02, 1.22480874128871E+02, 1.61089277605270E+02
