    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE
    8900         28340    15.1864   1.000E+00   0.0538   0.0130   1.139E-17   1.96061553E+00   2.09813773E+00
    8950         28390    17.9638   1.000E+00   0.0534   0.0132   9.484E-18   1.96117046E+00   2.10257695E+00
    9000         28440    14.9497   1.000E+00   0.0536   0.0131   1.065E-17   1.96174034E+00   2.10706430E+00
    9050         28490    13.6344   1.000E+00   0.0516   0.0130   9.543E-18   1.96232279E+00   2.11145946E+00
    9100         28540    13.6964   1.000E+00   0.0525   0.0139   1.212E-17   1.96291635E+00   2.11574020E+00
    9150         28590    13.6620   1.000E+00   0.0525   0.0133   1.128E-17   1.96352082E+00   2.12003794E+00
    9200         28640    13.2225   1.000E+00   0.0520   0.0132   1.062E-17   1.96413669E+00   2.12449489E+00
    9250         28690    13.7667   1.000E+00   0.0519   0.0128   1.150E-17   1.96476481E+00   2.12917936E+00
    9300         28740    13.3068   1.000E+00   0.0518   0.0120   1.097E-17   1.96540608E+00   2.13404669E+00
    9350         28790    13.7980   1.000E+00   0.0531   0.0118   9.705E-18   1.96606105E+00   2.13900175E+00
    9400         28840    14.3487   1.000E+00   0.0537   0.0119   1.138E-17   1.96672919E+00   2.14393844E+00
    9450         28890    14.0529   1.000E+00   0.0573   0.0115   1.074E-17   1.96740895E+00   2.14881626E+00
    9500         28940    13.2742   1.000E+00   0.0583   0.0118   1.019E-17   1.96809776E+00   2.15370187E+00
    9550         28990    12.7050   1.000E+00   0.0600   0.0119   1.218E-17   1.96879262E+00   2.15870620E+00
    9600         29040    13.1483   1.000E+00   0.0590   0.0125   1.177E-17   1.96949078E+00   2.16394957E+00
    9650         29090    13.3167   1.000E+00   0.0604   0.0124   1.055E-17   1.97018959E+00   2.16944594E+00
    9700         29140    15.2358   1.000E+00   0.0578   0.0128   1.002E-17   1.97088736E+00   2.17509425E+00
    9750         29190    15.9421   1.000E+00   0.0585   0.0127   1.144E-17   1.97158371E+00   2.18070940E+00
    9800         29240    16.5473   1.000E+00   0.0567   0.0134   1.185E-17   1.97227980E+00   2.18609223E+00
    9850         29290    16.6436   1.000E+00   0.0561   0.0135   1.068E-17   1.97297841E+00   2.19098710E+00
    9900         29340    16.3593   1.000E+00   0.0537   0.0129   9.988E-18   1.97368339E+00   2.19519756E+00
    9950         29390    15.2901   1.000E+00   0.0535   0.0126   1.187E-17   1.97439958E+00   2.19856429E+00
   10000         29440    14.0918   1.000E+00   0.0543   0.0127   1.153E-17   1.97513215E+00   2.20101706E+00
   10050         29490    13.3849   1.000E+00   0.0575   0.0128   1.094E-17   1.97588555E+00   2.20272219E+00
   10100         29540    13.2463   1.000E+00   0.0599   0.0122   1.260E-17   1.97666278E+00   2.20401974E+00
   10150         29590    13.2145   1.000E+00   0.0599   0.0122   1.144E-17   1.97746433E+00   2.20527009E+00
   10200         29640    12.8695   1.000E+00   0.0624   0.0127   1.318E-17   1.97828892E+00   2.20666173E+00
   10250         29690    12.9273   1.000E+00   0.0599   0.0135   1.228E-17   1.97913389E+00   2.20818866E+00
   10300         29740    13.3725   1.000E+00   0.0591   0.0125   1.050E-17   1.97999560E+00   2.20981636E+00
   10350         29790    13.1644   1.000E+00   0.0583   0.0129   1.090E-17   1.98087012E+00   2.21161692E+00
   10400         29840    13.3395   1.000E+00   0.0578   0.0127   1.135E-17   1.98175447E+00   2.21389868E+00
   10450         29890    13.4597   1.000E+00   0.0584   0.0128   1.141E-17   1.98264712E+00   2.21700132E+00
   10500         29940    13.2643   1.000E+00   0.0570   0.0124   1.248E-17   1.98354778E+00   2.22115710E+00
   10550         29990    13.1707   1.000E+00   0.0596   0.0136   1.033E-17   1.98445622E+00   2.22620786E+00
   10600         30040    13.4759   1.000E+00   0.0608   0.0135   1.190E-17   1.98537140E+00   2.23172051E+00
   10650         30090    13.0184   1.000E+00   0.0642   0.0130   1.576E-17   1.98629059E+00   2.23709049E+00
   10700         30140    13.8930   1.000E+00   0.0636   0.0127   1.106E-17   1.98720975E+00   2.24197093E+00
   10750         30190    15.2888   1.000E+00   0.0641   0.0126   1.214E-17   1.98812435E+00   2.24621175E+00
   10800         30240    13.2985   1.000E+00   0.0645   0.0136   1.582E-17   1.98902980E+00   2.24973535E+00
   10850         30290    13.2662   1.000E+00   0.0658   0.0131   1.393E-17   1.98992200E+00   2.25235295E+00
   10900         30340    13.5297   1.000E+00   0.0648   0.0125   1.230E-17   1.99079829E+00   2.25401782E+00
   10950         30390    13.3794   1.000E+00   0.0628   0.0130   1.080E-17   1.99165748E+00   2.25489738E+00
   11000         30440    13.6954   1.000E+00   0.0632   0.0125   1.095E-17   1.99250055E+00   2.25527627E+00
   11050         30490    13.2954   1.000E+00   0.0640   0.0124   1.027E-17   1.99333108E+00   2.25556835E+00
   11100         30540    13.1641   1.000E+00   0.0662   0.0130   1.231E-17   1.99415546E+00   2.25638741E+00
   11150         30590    13.3049   1.000E+00   0.0657   0.0126   1.169E-17   1.99498150E+00   2.25816481E+00
   11200         30640    13.6423   1.000E+00   0.0640   0.0128   1.161E-17   1.99581660E+00   2.26103547E+00
   11250         30690    13.4140   1.000E+00   0.0651   0.0120   1.064E-17   1.99666577E+00   2.26474371E+00
   11300         30740    13.2667   1.000E+00   0.0628   0.0117   1.302E-17   1.99753087E+00   2.26866520E+00
   11350         30790    13.3448   1.000E+00   0.0614   0.0129   1.009E-17   1.99841017E+00   2.27203647E+00
   11400         30840    13.3030   1.000E+00   0.0604   0.0125   1.212E-17   1.99929957E+00   2.27435149E+00
   11450         30890    13.2569   1.000E+00   0.0595   0.0128   1.049E-17   2.00019427E+00   2.27557988E+00
   11500         30940    13.3924   1.000E+00   0.0621   0.0122   1.165E-17   2.00108989E+00   2.27604508E+00
   11550         30990    12.9139   1.000E+00   0.0636   0.0125   1.260E-17   2.00198240E+00   2.27635192E+00
   11600         31040    13.2810   1.000E+00   0.0643   0.0122   1.288E-17   2.00286733E+00   2.27709566E+00
   11650         31090    13.4018   1.000E+00   0.0660   0.0133   1.263E-17   2.00373821E+00   2.27868541E+00
   11700         31140    13.2834   1.000E+00   0.0654   0.0138   1.448E-17   2.00458652E+00   2.28113446E+00
   11750         31190    13.1863   1.000E+00   0.0645   0.0148   1.835E-17   2.00540245E+00   2.28403878E+00
   11800         31240    13.4759   1.000E+00   0.0636   0.0139   1.264E-17   2.00617607E+00   2.28664177E+00
   11850         31290    13.3371   1.000E+00   0.0625   0.0137   1.106E-17   2.00690042E+00   2.28833339E+00
   11900         31340    13.2685   1.000E+00   0.0648   0.0142   1.377E-17   2.00757394E+00   2.28885633E+00
   11950         31390    13.1720   1.000E+00   0.0632   0.0141   1.017E-17   2.00820123E+00   2.28832544E+00
   12000         31440    13.2382   1.000E+00   0.0648   0.0139   1.348E-17   2.00879147E+00   2.28698500E+00
   12050         31490    13.4617   1.000E+00   0.0648   0.0134   1.086E-17   2.00935577E+00   2.28511041E+00
   12100         31540    13.2789   1.000E+00   0.0628   0.0133   9.914E-18   2.00990508E+00   2.28293656E+00
   12150         31590    13.9297   1.000E+00   0.0599   0.0128   1.531E-17   2.01044805E+00   2.28057118E+00
   12200         31640    13.3472   1.000E+00   0.0580   0.0125   1.338E-17   2.01099088E+00   2.27805284E+00
   12250         31690    12.9335   1.000E+00   0.0567   0.0133   1.035E-17   2.01153795E+00   2.27539626E+00
   12300         31740    13.0785   1.000E+00   0.0567   0.0134   1.052E-17   2.01209233E+00   2.27270590E+00
   12350         31790    12.5824   1.000E+00   0.0548   0.0130   1.112E-17   2.01265571E+00   2.27023108E+00
   12400         31840    12.7488   1.000E+00   0.0550   0.0128   1.036E-17   2.01322805E+00   2.26830348E+00
   12450         31890    12.5171   1.000E+00   0.0548   0.0139   1.131E-17   2.01380754E+00   2.26718806E+00
   12500         31940    12.5665   1.000E+00   0.0549   0.0134   1.361E-17   2.01439007E+00   2.26697922E+00
   12550         31990    12.5164   1.000E+00   0.0554   0.0145   1.034E-17   2.01496983E+00   2.26777884E+00
   12600         32040    12.5118   1.000E+00   0.0570   0.0130   1.195E-17   2.01554090E+00   2.26959793E+00
   12650         32090    12.6327   1.000E+00   0.0578   0.0126   1.071E-17   2.01609893E+00   2.27243947E+00
   12700         32140    12.4607   1.000E+00   0.0578   0.0134   1.049E-17   2.01664322E+00   2.27613355E+00
   12750         32190    12.5834   1.000E+00   0.0593   0.0146   1.106E-17   2.01717734E+00   2.28035411E+00
   12800         32240    12.2328   1.000E+00   0.0581   0.0145   1.087E-17   2.01770877E+00   2.28473900E+00
   12850         32290    12.2032   1.000E+00   0.0609   0.0140   1.203E-17   2.01824753E+00   2.28899447E+00
   12900         32340    12.1119   1.000E+00   0.0581   0.0138   1.114E-17   2.01880478E+00   2.29289893E+00
   12950         32390    11.9883   1.000E+00   0.0584   0.0131   1.010E-17   2.01939139E+00   2.29636157E+00
   12960         32400     2.4078   1.000E+00   0.0586   0.0126   1.140E-17   2.01951312E+00   2.29699681E+00
    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE
   13000         32800    13.5147   1.000E+01   0.5871   0.1558   6.048E-17   2.02589524E+00   2.32105951E+00
   13050         33300    21.2595   1.000E+01   0.5901   0.1441   7.806E-17   2.03528704E+00   2.38266041E+00
   13100         33800    21.9103   1.000E+01   0.6103   0.1300   6.984E-17   2.04593001E+00   2.38483907E+00
   13150         34300    22.0272   1.000E+01   0.6150   0.1375   7.525E-17   2.05811737E+00   2.36987456E+00
   13200         34800    21.9224   1.000E+01   0.6122   0.1326   8.356E-17   2.06813641E+00   2.38311240E+00
   13250         35300    22.8726   1.000E+01   0.5623   0.1301   7.874E-17   2.07795919E+00   2.35053984E+00
   13300         35800    22.7980   1.000E+01   0.5660   0.1392   8.331E-17   2.08581720E+00   2.39440007E+00
   13350         36300    22.9043   1.000E+01   0.5646   0.1255   8.173E-17   2.09450259E+00   2.42222281E+00
   13400         36800    22.5994   1.000E+01   0.6178   0.1264   9.489E-17   2.10404223E+00   2.43869457E+00
   13450         37300    24.0149   1.000E+01   0.5794   0.1315   1.079E-16   2.11459411E+00   2.45453069E+00
   13500         37800    22.6104   1.000E+01   0.6423   0.1206   8.421E-17   2.12533964E+00   2.48186093E+00
   13550         38300    22.1989   1.000E+01   0.6176   0.1238   8.153E-17   2.13770650E+00   2.48879546E+00
   13600         38800    21.9338   1.000E+01   0.5929   0.1286   1.051E-16   2.14988826E+00   2.50884452E+00
   13650         39300    21.1908   1.000E+01   0.6250   0.1352   1.071E-16   2.16089414E+00   2.52037014E+00
   13700         39800    22.4026   1.000E+01   0.6335   0.1203   1.067E-16   2.17097812E+00   2.50916087E+00
   13750         40300    21.8539   1.000E+01   0.5844   0.1177   1.092E-16   2.17976889E+00   2.49018422E+00
   13800         40800    20.6414   1.000E+01   0.6052   0.1348   1.103E-16   2.18936041E+00   2.52026372E+00
   13850         41300    21.4685   1.000E+01   0.5837   0.1313   9.392E-17   2.19890722E+00   2.49812454E+00
   13900         41800    19.0732   1.000E+01   0.5593   0.1481   1.190E-16   2.21029214E+00   2.49055528E+00
   13950         42300    17.8130   1.000E+01   0.6579   0.1148   9.438E-17   2.21992096E+00   2.49116237E+00
   14000         42800    17.1769   1.000E+01   0.5626   0.1199   1.036E-16   2.23000753E+00   2.49373825E+00
   14050         43300    16.9845   1.000E+01   0.6161   0.1177   1.114E-16   2.23993515E+00   2.51143362E+00
   14100         43800    15.9208   1.000E+01   0.5895   0.1390   1.213E-16   2.24784134E+00   2.48901289E+00
   14150         44300    15.5530   1.000E+01   0.5506   0.1153   1.117E-16   2.25690348E+00   2.47029020E+00
   14200         44800    15.7678   1.000E+01   0.5988   0.1177   1.196E-16   2.26751618E+00   2.48512726E+00
   14250         45300    14.9131   1.000E+01   0.5004   0.1129   1.067E-16   2.27812852E+00   2.46995858E+00
   14300         45800    15.1366   1.000E+01   0.5668   0.1107   1.008E-16   2.29097294E+00   2.46494156E+00
   14350         46300    14.1081   1.000E+01   0.4831   0.1040   1.058E-16   2.30419121E+00   2.43380321E+00
   14400         46800    12.9378   1.000E+01   0.5585   0.0882   1.094E-16   2.31693958E+00   2.40850944E+00
    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE
    1100         11000    10.2221   1.000E+01   0.2243   0.0525   5.606E-18   1.92208807E+00   1.85133512E+00
    1150         11500    14.0250   1.000E+01   0.2433   0.0566   6.857E-18   1.91949410E+00   1.84811254E+00
    1200         12000    14.1312   1.000E+01   0.2550   0.0584   7.348E-18   1.91682359E+00   1.84570454E+00
    1250         12500    16.9065   1.000E+01   0.2512   0.0606   7.568E-18   1.91405227E+00   1.84180867E+00
    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE
    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE
    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE
    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE
    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE
    1100         11000    57.0130   1.000E+01   0.2243   0.0525   5.606E-18   1.92208807E+00   1.85133512E+00
    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE
    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE
    1100         11000    10.6424   1.000E+01   0.2243   0.0525   5.606E-18   1.92208807E+00   1.85133512E+00
    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE
    1100         11000    11.2831   1.000E+01   0.2243   0.0525   5.606E-18   1.92208807E+00   1.85133512E+00
    1150         11500    15.8672   1.000E+01   0.2433   0.0566   6.857E-18   1.91949410E+00   1.84811254E+00
    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE
    1100         11000    10.6129   1.000E+01   0.2243   0.0525   5.606E-18   1.92208807E+00   1.85133512E+00
    1150         11500    16.0424   1.000E+01   0.2433   0.0566   6.857E-18   1.91949410E+00   1.84811254E+00
    1200         12000    15.9496   1.000E+01   0.2550   0.0584   7.348E-18   1.91682359E+00   1.84570454E+00
    1250         12500    17.5194   1.000E+01   0.2512   0.0606   7.568E-18   1.91405227E+00   1.84180867E+00
    1300         13000    18.1415   1.000E+01   0.2773   0.0633   8.097E-18   1.91137636E+00   1.83628273E+00
    1350         13500    17.9605   1.000E+01   0.2717   0.0733   9.611E-18   1.90891667E+00   1.83397981E+00
    1400         14000    16.9230   1.000E+01   0.3207   0.0660   9.148E-18   1.90658036E+00   1.83351514E+00
    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE
    1100         11000    13.0250   1.000E+01   0.2243   0.0525   5.606E-18   1.92208807E+00   1.85133512E+00
    1150         11500    20.0662   1.000E+01   0.2433   0.0566   6.857E-18   1.91949410E+00   1.84811254E+00
    1200         12000    20.5568   1.000E+01   0.2550   0.0584   7.348E-18   1.91682359E+00   1.84570454E+00
    1250         12500    20.0874   1.000E+01   0.2512   0.0606   7.568E-18   1.91405227E+00   1.84180867E+00
    1300         13000    21.5530   1.000E+01   0.2773   0.0633   8.097E-18   1.91137636E+00   1.83628273E+00
    1350         13500    21.7720   1.000E+01   0.2717   0.0733   9.611E-18   1.90891667E+00   1.83397981E+00
    1400         14000    21.4835   1.000E+01   0.3207   0.0660   9.148E-18   1.90658036E+00   1.83351514E+00
    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE
    1100         11000    11.6269   1.000E+01   0.2243   0.0525   5.606E-18   1.92208807E+00   1.85133512E+00
    1150         11500    15.5068   1.000E+01   0.2433   0.0566   6.857E-18   1.91949410E+00   1.84811254E+00
    1200         12000    15.5516   1.000E+01   0.2550   0.0584   7.348E-18   1.91682359E+00   1.84570454E+00
    1250         12500    17.4006   1.000E+01   0.2512   0.0606   7.568E-18   1.91405227E+00   1.84180867E+00
    1300         13000    21.1644   1.000E+01   0.2773   0.0633   8.097E-18   1.91137636E+00   1.83628273E+00
    1350         13500    22.2526   1.000E+01   0.2717   0.0733   9.611E-18   1.90891667E+00   1.83397981E+00
    1400         14000    44.8712   1.000E+01   0.3207   0.0660   9.148E-18   1.90658036E+00   1.83351514E+00
    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE
    1100         11000    11.5804   1.000E+01   0.2243   0.0525   5.606E-18   1.92208807E+00   1.85133512E+00
    1150         11500    16.0583   1.000E+01   0.2433   0.0566   6.857E-18   1.91949410E+00   1.84811254E+00
    1200         12000    15.5472   1.000E+01   0.2550   0.0584   7.348E-18   1.91682359E+00   1.84570454E+00
    1250         12500    17.6536   1.000E+01   0.2512   0.0606   7.568E-18   1.91405227E+00   1.84180867E+00
    1300         13000    18.2763   1.000E+01   0.2773   0.0633   8.097E-18   1.91137636E+00   1.83628273E+00
    1350         13500    17.5477   1.000E+01   0.2717   0.0733   9.611E-18   1.90891667E+00   1.83397981E+00
    1400         14000    20.1654   1.000E+01   0.3207   0.0660   9.148E-18   1.90658036E+00   1.83351514E+00
    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE
       0             0     0.0013   1.000E+01   0.1333   0.0194   0.000E+00   2.00000000E+00   2.00000000E+00
      50           500    18.0032   1.000E+01   0.1521   0.0151   4.888E-18   1.99508996E+00   1.99051071E+00
     100          1000    12.1756   1.000E+01   0.1660   0.0159   5.262E-18   1.99087770E+00   1.98276112E+00
     150          1500    12.1496   1.000E+01   0.1773   0.0194   5.151E-18   1.98719280E+00   1.97630651E+00
     200          2000    14.0831   1.000E+01   0.1830   0.0193   5.040E-18   1.98383841E+00   1.96998465E+00
     250          2500    14.6771   1.000E+01   0.1804   0.0182   5.288E-18   1.98068190E+00   1.96299448E+00
     300          3000    12.2119   1.000E+01   0.1783   0.0166   5.043E-18   1.97773332E+00   1.95585376E+00
     350          3500    12.6055   1.000E+01   0.1650   0.0152   4.747E-18   1.97506602E+00   1.94922285E+00
     400          4000    14.0227   1.000E+01   0.1593   0.0146   4.908E-18   1.97181258E+00   1.94190479E+00
     450          4500    14.3080   1.000E+01   0.1567   0.0159   4.863E-18   1.96788422E+00   1.93387889E+00
     500          5000    14.6781   1.000E+01   0.1525   0.0176   4.679E-18   1.96400695E+00   1.92631170E+00
     550          5500    15.9377   1.000E+01   0.1609   0.0195   5.028E-18   1.96033034E+00   1.91940779E+00
     600          6000    15.5166   1.000E+01   0.1665   0.0223   4.924E-18   1.95684076E+00   1.91332725E+00
     650          6500    15.5591   1.000E+01   0.1886   0.0308   5.101E-18   1.95334495E+00   1.90832140E+00
     700          7000    22.7213   1.000E+01   0.1986   0.0364   5.029E-18   1.94946907E+00   1.90342344E+00
     750          7500    13.9670   1.000E+01   0.2076   0.0345   4.850E-18   1.94511801E+00   1.89541021E+00
     800          8000    12.8901   1.000E+01   0.1951   0.0368   5.020E-18   1.94075859E+00   1.88514095E+00
     850          8500    13.4322   1.000E+01   0.1912   0.0394   5.030E-18   1.93682640E+00   1.87695729E+00
     900          9000    12.4207   1.000E+01   0.2051   0.0396   4.810E-18   1.93339866E+00   1.87174425E+00
     950          9500    14.3272   1.000E+01   0.2112   0.0421   6.046E-18   1.93032110E+00   1.86728406E+00
    1000         10000    14.4531   1.000E+01   0.2187   0.0496   6.241E-18   1.92743414E+00   1.86187833E+00
    1050         10500    14.1989   1.000E+01   0.2188   0.0486   5.607E-18   1.92470535E+00   1.85613055E+00
    1080         10800     8.8304   1.000E+01   0.2387   0.0503   5.676E-18   1.92312770E+00   1.85306555E+00
    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE
    1100         11000    11.0586   1.000E+01   0.2243   0.0525   5.606E-18   1.92208807E+00   1.85133512E+00
    1150         11500    15.2873   1.000E+01   0.2433   0.0566   6.857E-18   1.91949410E+00   1.84811254E+00
    1200         12000    15.6186   1.000E+01   0.2550   0.0584   7.348E-18   1.91682359E+00   1.84570454E+00
    1250         12500    14.9914   1.000E+01   0.2512   0.0606   7.568E-18   1.91405227E+00   1.84180867E+00
    1300         13000    17.2135   1.000E+01   0.2773   0.0633   8.097E-18   1.91137636E+00   1.83628273E+00
    1350         13500    19.3070   1.000E+01   0.2717   0.0733   9.611E-18   1.90891667E+00   1.83397981E+00
    1400         14000    20.8046   1.000E+01   0.3207   0.0660   9.148E-18   1.90658036E+00   1.83351514E+00
    1450         14500    16.2256   1.000E+01   0.3127   0.0733   1.119E-17   1.90441047E+00   1.83049083E+00
    1500         15000    18.0983   1.000E+01   0.3465   0.0801   1.239E-17   1.90246488E+00   1.82926346E+00
    1550         15500    18.9605   1.000E+01   0.3252   0.0817   1.226E-17   1.90079367E+00   1.83023188E+00
    1600         16000    17.8537   1.000E+01   0.3434   0.0760   1.339E-17   1.89942645E+00   1.82939710E+00
    1650         16500    20.1019   1.000E+01   0.3413   0.0938   1.521E-17   1.89831961E+00   1.83369898E+00
    1700         17000    17.1983   1.000E+01   0.3659   0.0833   1.512E-17   1.89741456E+00   1.83757780E+00
    1750         17500    16.6542   1.000E+01   0.3669   0.0843   1.842E-17   1.89722549E+00   1.83970864E+00
    1800         18000    17.5353   1.000E+01   0.3937   0.0884   1.840E-17   1.89729173E+00   1.84739652E+00
    1850         18500    15.7469   1.000E+01   0.4257   0.0908   2.171E-17   1.89748173E+00   1.85639298E+00
    1900         19000    16.3400   1.000E+01   0.4347   0.0941   2.192E-17   1.89833675E+00   1.86621106E+00
    1950         19500    16.4676   1.000E+01   0.4507   0.0940   2.168E-17   1.90002856E+00   1.87701653E+00
    2000         20000    18.1715   1.000E+01   0.4059   0.1013   2.587E-17   1.90164184E+00   1.89401652E+00
    2050         20500    16.2847   1.000E+01   0.4115   0.1053   2.560E-17   1.90313805E+00   1.88915319E+00
    2100         21000    17.2936   1.000E+01   0.4636   0.1084   3.016E-17   1.90447606E+00   1.90673893E+00
    2150         21500    17.4228   1.000E+01   0.4914   0.1112   3.338E-17   1.90614932E+00   1.92377454E+00
    2160         21600     3.1560   1.000E+01   0.5142   0.1165   2.483E-17   1.90662473E+00   1.93001776E+00
    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE
    2200         22000    12.9606   1.000E+01   0.4379   0.1072   2.933E-17   1.90863866E+00   1.93546676E+00
    2250         22500    16.7381   1.000E+01   0.4942   0.1123   2.779E-17   1.91094149E+00   1.94098494E+00
    2300         23000    17.4083   1.000E+01   0.4737   0.1024   3.271E-17   1.91330797E+00   1.94335516E+00
    2350         23500    17.1593   1.000E+01   0.4739   0.1146   3.356E-17   1.91682834E+00   1.97106041E+00
    2400         24000    16.8648   1.000E+01   0.4954   0.1332   4.614E-17   1.92045040E+00   2.00626916E+00
    2450         24500    17.3803   1.000E+01   0.4949   0.1190   4.603E-17   1.92419204E+00   1.98837691E+00
    2500         25000    17.7915   1.000E+01   0.4723   0.1045   3.986E-17   1.92759439E+00   1.98671938E+00
    2550         25500    18.5937   1.000E+01   0.5021   0.1185   4.098E-17   1.93171116E+00   2.01522961E+00
    2600         26000    18.8993   1.000E+01   0.5266   0.1197   4.563E-17   1.93643294E+00   2.06332331E+00
    2650         26500    19.9650   1.000E+01   0.5271   0.1335   4.305E-17   1.94223838E+00   2.07651836E+00
    2700         27000    19.7182   1.000E+01   0.5280   0.1268   5.028E-17   1.94892170E+00   2.07721413E+00
    2750         27500    20.2120   1.000E+01   0.5632   0.1144   5.612E-17   1.95396243E+00   2.07323412E+00
    2800         28000    20.5229   1.000E+01   0.5122   0.1329   5.766E-17   1.95734845E+00   2.07683189E+00
    2850         28500    20.4964   1.000E+01   0.5338   0.1366   4.972E-17   1.96242134E+00   2.10708369E+00
    2900         29000    21.2873   1.000E+01   0.5908   0.1152   5.806E-17   1.96890054E+00   2.15900561E+00
    2950         29500    21.4695   1.000E+01   0.5959   0.1411   5.295E-17   1.97590504E+00   2.21034948E+00
    3000         30000    21.4768   1.000E+01   0.5869   0.1277   5.406E-17   1.98466272E+00   2.22582500E+00
    3050         30500    22.4557   1.000E+01   0.5724   0.1213   7.295E-17   1.99281857E+00   2.27898838E+00
    3100         31000    21.7413   1.000E+01   0.6280   0.1229   6.849E-17   2.00102752E+00   2.30012434E+00
    3150         31500    21.3986   1.000E+01   0.6291   0.1327   7.107E-17   2.00930730E+00   2.31403393E+00
    3200         32000    21.7364   1.000E+01   0.5839   0.1519   6.467E-17   2.01627813E+00   2.28519146E+00
    3240         32400    17.6650   1.000E+01   0.5676   0.1222   7.541E-17   2.02106940E+00   2.27588131E+00
    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE
    3250         32500     4.2867   1.000E+01   0.6013   0.1259   7.096E-17   2.02214782E+00   2.28293574E+00
    3300         33000    21.7335   1.000E+01   0.5375   0.1264   6.340E-17   2.02753904E+00   2.33071849E+00
    3350         33500    22.5703   1.000E+01   0.5763   0.1384   6.868E-17   2.03470667E+00   2.37208081E+00
    3400         34000    22.4718   1.000E+01   0.6528   0.1401   6.803E-17   2.04235318E+00   2.38813812E+00
    3450         34500    22.2085   1.000E+01   0.6027   0.1274   9.708E-17   2.05009858E+00   2.36855136E+00
    3500         35000    22.5734   1.000E+01   0.6086   0.1380   7.949E-17   2.05931949E+00   2.38675559E+00
    3550         35500    22.6393   1.000E+01   0.6222   0.1379   8.406E-17   2.06987074E+00   2.38190593E+00
    3600         36000    22.6085   1.000E+01   0.6515   0.1286   8.029E-17   2.07979852E+00   2.35626584E+00
    3650         36500    22.4655   1.000E+01   0.6373   0.1284   7.951E-17   2.09068831E+00   2.36541731E+00
    3700         37000    22.4679   1.000E+01   0.6381   0.1254   8.457E-17   2.10037558E+00   2.41951720E+00
    3750         37500    22.0981   1.000E+01   0.6527   0.1183   9.612E-17   2.10896012E+00   2.45673219E+00
    3800         38000    22.6298   1.000E+01   0.6373   0.1183   7.466E-17   2.11915066E+00   2.44359828E+00
    3850         38500    21.7060   1.000E+01   0.6351   0.1425   1.142E-16   2.13013412E+00   2.47704582E+00
    3900         39000    21.0906   1.000E+01   0.6269   0.1373   1.111E-16   2.14025174E+00   2.52749074E+00
    3950         39500    20.9256   1.000E+01   0.6513   0.1542   1.062E-16   2.15286538E+00   2.60898654E+00
    4000         40000    20.6235   1.000E+01   0.6672   0.1321   1.094E-16   2.16623093E+00   2.65018682E+00
    4050         40500    19.6743   1.000E+01   0.5977   0.1271   1.119E-16   2.17869375E+00   2.57045815E+00
    4100         41000    20.0892   1.000E+01   0.5952   0.1219   1.038E-16   2.19155700E+00   2.52477675E+00
    4150         41500    19.1123   1.000E+01   0.6636   0.1113   1.038E-16   2.20386074E+00   2.53601750E+00
    4200         42000    17.3229   1.000E+01   0.5964   0.1133   1.000E-16   2.21489549E+00   2.55723582E+00
    4250         42500    16.7732   1.000E+01   0.5759   0.1183   9.800E-17   2.22648351E+00   2.55583300E+00
    4300         43000    16.2718   1.000E+01   0.5352   0.1125   9.676E-17   2.23681093E+00   2.54723035E+00
    4350         43500    15.7604   1.000E+01   0.5634   0.1178   1.005E-16   2.24650164E+00   2.55916007E+00
    4400         44000    15.1210   1.000E+01   0.5159   0.1122   1.176E-16   2.25738485E+00   2.53423091E+00
    4450         44500    14.6204   1.000E+01   0.5425   0.1031   1.079E-16   2.26970377E+00   2.52056702E+00
    4500         45000    13.9035   1.000E+01   0.5466   0.1149   1.117E-16   2.28262494E+00   2.53397932E+00
    4550         45500    13.6890   1.000E+01   0.5644   0.1178   1.269E-16   2.29374612E+00   2.54066719E+00
    4600         46000    12.7567   1.000E+01   0.5456   0.1036   1.254E-16   2.30340766E+00   2.50801656E+00
    4650         46500    11.9586   1.000E+01   0.5590   0.0996   1.153E-16   2.31453226E+00   2.48534659E+00
