ALT	PRESS	TEMP	RH	SPEED	DIR	POTT	VIRPOT	Ri
1306	868.42	25.47	20.81	1.3	215.7946912	310.9153498	311.6920386	
1307	868.31	25.87	20.93	1.7	220.3946912	311.3430988	312.1426839	0.087663739
1308	868.25	26.43	21.03	2	223.5946912	311.932342	312.7622093	0.214284563
1309	868.2	27.92	20.98	2.75	225.6583283	313.4889412	314.3908575	0.090123798
1310	868.025	28.585	20.96	3.05	228.0028881	314.1994865	315.1356853	0.256552783
1311	867.93	28.88	21	3.1	230.3946912	314.5165176	315.4705487	4.116851216
1314	867.71	29.24333333	21.05666667	3.033333333	232.8529266	314.9177037	315.894627	8.780738266
1315	867.62	29.47	21.09	3	234.7946912	315.1631078	316.154403	7.156166359
1317	867.34	29.66	21.05	3.1	236.3946912	315.3900963	316.3906736	1.470001235
1318	867.28	29.685	21.055	3.1	236.3140467	315.422376	316.4247041	
1319	867.18	29.8	21.03	3.3	236.3946912	315.5525619	316.5604088	0.105338464
1320	867.13	29.9	21	3.4	235.7946912	315.6619273	316.6741385	0.353850432
1321	866.96	29.9	20.96	3.5	237.8946912	315.6796287	316.6901746	0.05727268
1322	866.93	29.85	20.98	3.4	235.8946912	315.6306687	316.6393608	-0.158435718
1323	866.79	29.9	20.96	3.5	239.8946912	315.6973346	316.7081434	0.215696715
1324	866.69	29.875	20.92	3.45	240.9961405	315.6817078	316.6893123	-0.202257987
1326	866.47	29.85	20.91	3.3	235.3946912	315.6785832	316.6846177	-0.008987698
1327	866.42	29.85	20.92	3.3	238.9946912	315.6837933	316.6903859	
1328	866.28	29.85	20.91	3.3	232.4946912	315.6983835	316.7047107	
1329	866.205	29.825	20.905	3.55	232.1073683	315.6801525	316.6849286	-0.009440135
1331	865.99	29.825	20.9	3.65	236.2289356	315.7025656	316.7074321	0.145070736
1333	865.83	29.85	20.89	3.6	240.1946912	315.7453013	316.751359	1.106349115
1334	865.72	29.9	20.8	3.9	241.8946912	315.80888	316.8136173	0.022856439
1335	865.6533333	29.93	20.81666667	3.9	241.8707568	315.8470994	316.8544568	
1337	865.425	29.9	20.795	4	242.5896912	315.8396644	316.8446144	-0.048111236
1339	865.26	29.9	20.79	3.9	242.3946912	315.8568886	316.8618511	0.111457133
1340	865.12	29.9	20.77	3.9	242.3946912	315.8715064	316.8757176	
1342	864.97	29.875	20.76	3.8	242.8446912	315.861113	316.863649	-0.067261346
1343	864.835	29.9	20.725	3.9	241.3869988	315.9012736	316.9037471	0.129939261
1344	864.77	29.9	20.7	4.1	240.9946912	315.9080643	316.9094284	0.005492818
1345	864.63	29.85	20.71	4	240.6946912	315.8705689	316.8697941	-0.121335835
1346	864.59	29.9	20.72	3.7	240.2946912	315.9268729	316.9294813	0.020241208
1347	864.47	29.9	20.73	3.7	237.7946912	315.9394148	316.9426917	
1348	864.33	29.8	20.72	3.6	235.7946912	315.8497918	316.8471264	-0.290069966
1349	864.29	29.9	20.71	3.6	234.6946912	315.9582318	316.9608177	
1350	864.17	29.9	20.71	3.7	234.7946912	315.9707793	316.9735498	0.040597197
1351	864.055	29.85	20.7	3.8	236.3946912	315.9306723	316.9302965	-0.129787154
1353	863.89	29.875	20.67	3.8	239.4946912	315.9739971	316.9738424	
1354	863.74	29.9	20.67	3.8	241.7946912	316.0157595	317.0172541	
1355	863.71	29.85	20.65	3.9	242.3946912	315.966759	316.964497	-0.158566693
1356	863.58	29.8	20.66	3.8	241.4946912	315.9282197	316.9238118	-0.124734528
1358	863.43	29.9	20.65	3.8	239.5946912	316.0482049	317.0492071	
1359	863.2733333	29.86666667	20.59	4.066666667	237.8963316	316.0298431	317.0262912	-0.008355374
1361	863.13	29.85	20.56	4.2	237.7946912	316.0274682	317.0217432	-0.008645679
1362	863.03	29.85	20.55	4.2	238.9946912	316.0379407	317.0318847	
1363	862.93	29.85	20.555	4.1	240.3446912	316.0484147	317.0427534	0.033894127
1365	862.7	29.85	20.56	4.1	241.3946912	316.0725107	317.067443	
1366	862.615	29.825	20.555	4.15	242.3971008	316.0553384	317.0487488	-0.222297742
1367	862.51	29.81	20.57	4.2	242.3946912	316.050694	317.0441439	-0.060125594
1368	862.41	29.85	20.55	4.3	241.6946912	316.1029045	317.0977965	0.168954231
1369	862.28	29.75	20.54	4.3	241.0946912	316.0122047	317.0011834	
