ALT	PRESS	TEMP	RH	SPEED	DIR	POTT	VIRPOT	Ri
1314	867.7	29.07	15.52	1.6	258.8946912	314.7382287	315.4512232	
1315	867.62	28.914	15.274	1.04	253.6653139	314.5840623	315.2796351	-0.015957625
1316	867.575	28.7	15.06	0.7	246.7446912	314.365856	315.0434167	-0.06131566
1317	867.46	29.25	15.65	1.9	257.389428	314.9506014	315.6772353	0.013166675
1319	867.245	29.43	15.78	2.2	256.2674175	315.1604141	315.9008631	0.151089015
1320	867.13	29.57	15.88	2.4	256.8946912	315.3181938	316.0694171	0.127762638
1321	867.03	29.61	15.93	2.4	257.6946912	315.3702605	316.1256784	
1322	866.95	29.7	15.98	2.6	257.8946912	315.4723344	316.2340982	0.082619176
1323	866.9	29.835	16.08	3	257.1430245	315.6181671	316.3906513	0.029496322
1324	866.81	29.93	16.18	3.2	257.5946912	315.7265031	316.5080981	0.087621283
1325	866.72	29.93	16.23	3.3	257.5946912	315.7358792	316.5199975	0.030333429
1326	866.565	30.065	16.295	3.65	257.7481159	315.8926741	316.6861685	0.041390371
1328	866.37	30.16	16.4	3.7	258.5946912	316.0119859	316.8151431	3.085608281
1329	866.29	30.21	16.43	3.9	258.7946912	316.0724272	316.8794343	0.048839374
1330	866.15	30.21	16.47	3.9	259.4946912	316.0870376	316.896183	
1331	866.1	30.3	16.51	4	259.6946912	316.1860337	317.0013506	0.319878739
1332	866.01	30.39	16.555	4.25	259.0946912	316.2892114	317.111039	0.053326631
1333	865.88	30.49	16.59	4.4	258.9946912	316.4069964	317.2353992	0.169045342
1334	865.76	30.53	16.63	4.5	258.7946912	316.4612222	317.2936562	0.175082912
1336	865.57	30.63	16.63	4.6	258.5946912	316.5853032	317.4227013	0.800996832
1338	865.435	30.63	16.705	4.7	258.8946912	316.5994265	317.4407754	0.0911717
1339	865.34	30.72	16.7	4.8	259.3946912	316.7031675	317.5486772	0.334747614
1340	865.235	30.795	16.76	4.85	260.097784	316.7923289	317.644617	1.150526743
1341	865.12	30.97	16.78	5	260.8946912	316.9867762	317.8487077	0.278630891
1343	864.95	31.01	16.78	5.2	261.2946912	317.0462879	317.9103932	0.095923486
1344	864.84	31.085	16.7	5.25	260.8937388	317.136001	317.9997799	1.156542842
1345	864.75	31.085	16.655	5.4	260.6446912	317.1454402	318.0070107	0.013520653
1347	864.51	31.11	16.6	5.4	260.9946912	317.1966813	318.056936	
1349	864.3366667	31.17333333	16.52666667	5.5	261.5280245	317.2809027	318.1406513	0.542715388
1350	864.27	31.2	16.44	5.5	261.3946912	317.3157046	318.1723196	
1352	864.0533333	31.20333333	16.41666667	5.6	261.1946927	317.3419352	318.1977804	0.16901097
1354	863.82	31.16	16.41	5.6	260.0946912	317.3212622	318.1749781	
1356	863.65	31.2	16.41	5.6	259.5946912	317.3808375	318.2367054	
1357	863.5966667	31.17333333	16.36666667	5.633333333	258.0242736	317.3586343	318.2110293	-0.64383905
1359	863.34	31.16	16.325	5.7	256.4446912	317.3717096	318.2216311	0.189584096
1361	863.22	31.16	16.33	5.7	255.8946912	317.384327	318.234666	
1362	863.075	31.13	16.325	5.65	256.4424788	317.3682857	318.2171164	-0.206767281
1365	862.81	31.11	16.31	5.6	257.1946912	317.3752985	318.2227388	0.271194862
1366	862.705	31.135	16.31	5.65	258.4460186	317.4124239	318.2611975	0.478526208
1367	862.62	31.06	16.31	5.6	258.6946912	317.3431311	318.1884313	-0.893365816
1368	862.55	31.16	16.31	5.7	258.5946912	317.4548161	318.3049906	0.359859862
1369	862.4433333	31.11	16.29333333	5.933333333	258.6901992	317.4138831	318.2609358	-0.024228689
1370	862.33	31.01	16.27	6	257.1946912	317.3214864	318.1627131	-0.670180753
1372	862.14	31.06	16.27	5.9	256.1946912	317.3936522	318.2375033	0.465203473
1374	861.94	31.06	16.265	5.75	254.5990391	317.4147133	318.2585652	0.060340766
1375	861.82	31.01	16.26	5.6	252.3446912	317.3751806	318.2165515	-0.056640534
1376	861.74	31.01	16.26	5.7	251.2946912	317.3836069	318.2250816	0.027163837
1377	861.65	31.01	16.23	5.9	251.8946912	317.3930877	318.2331265	0.007640798
1378	861.56	30.96	16.23	6.1	252.7946912	317.3503929	318.1881802	-0.034414327
1379	861.47	30.96	16.26	6.2	252.5946912	317.3598747	318.1993271	0.030571403
1381	861.28	31.01	16.26	6.3	253.9946912	317.4320778	318.2741499	0.465520278
1383	861.07	31.01	16.24	5.9	251.7946912	317.4542169	318.2955258	0.008921188
1384	861.01	31.01	16.2	5.8	251.6946912	317.4605436	318.2998581	0.020395397
1385	860.85	30.92	16.18	5.7	251.5946912	317.3834771	318.2177126	-0.248511811
1388	860.59	30.96	16.2	5.6	252.9946912	317.4526529	318.2901444	0.66911324
1389	860.49	30.935	16.19	5.65	253.8982311	317.437106	318.2730289	-0.20052321
1390	860.39	30.92	16.15	5.6	253.5946912	317.4319981	318.2652785	-0.065883854
1391	860.25	30.87	16.13	5.9	255.1946912	317.3945724	318.2246534	-0.013411594
1392	860.16	30.97	16.11	6.1	255.9946912	317.5084723	318.3423351	0.091806486
1393	860.13	30.92	16.12	5.95	255.4946912	317.4594378	318.2915044	-0.070274957
1394	859.99	30.91	16.11	6	256.5946912	317.4637766	318.2950373	0.055966102
1396	859.79	30.845	16.09	5.85	257.8391354	317.4170254	318.2444672	-0.134038327
1397	859.68	30.92	16.09	5.8	259.1946912	317.5069548	318.3380506	1.159960031
1398	859.63	30.92	16.08	5.9	260.9946912	317.5122364	318.3428799	0.017031384
1399	859.54	30.82	16.11	6	261.0946912	317.4173205	318.2449413	-0.306170422
1401	859.37	30.845	16.08	6.05	260.6467573	317.461385	318.2888496	1.137017267
1402	859.24	30.82	16.07	6	259.8946912	317.4490124	318.2749613	-0.159640111
1403	859.14	30.82	16.07	6.2	259.9027559	317.4595796	318.2856562	0.008521624
1405	858.97	30.82	16.04	6.5	260.5946912	317.4775474	318.3022987	0.012879708
1406	858.82	30.82	16.08	6.6	259.3946912	317.4934051	318.320405	0.051152293
1407	858.73	30.82	16.08	6.5	257.7946912	317.5029215	318.3300366	0.030696891
1408	858.645	30.795	16.07	6.4	254.6946912	317.4857966	318.3113391	-0.055244233
1410	858.46	30.82	16.05	6.3	252.1946912	317.5314782	318.3573952	0.294710389
1411	858.36	30.745	16.06	6.25	250.689891	317.4637092	318.2867729	-0.874625532
1412	858.265	30.72	16.07	6.45	249.8970168	317.4476415	318.2701756	-0.012961697
1414	858.08	30.77	16.085	6.35	250.8946912	317.5194514	318.3453198	0.463350965
1415	857.95	30.68	16.11	6.3	251.8946912	317.4391794	318.2622997	-1.036211496
1416	857.865	30.68	16.13	6.3	253.9946912	317.4481746	318.2724253	
1418	857.67	30.68	16.13	6.3	255.7946912	317.468815	318.2933146	
1419	857.58	30.72	16.11	6.3	257.3946912	317.5201402	318.3455969	
1420	857.48	30.655	16.095	6.15	258.6385933	317.462808	318.2845983	-0.082238656
1421	857.39	30.63	16.11	6.2	260.8946912	317.4462137	318.2677224	-0.214246785
1423	857.22	30.59	16.11	6.4	264.7946912	317.4224155	318.2422838	-0.038411895
1424	857.14	30.68	16.16	6.4	262.7946912	317.524945	318.3516568	
1425	856.99	30.58	16.15	6.1	267.3946912	317.4363263	318.2580584	-0.031787017
1426	856.96	30.58	16.13	6.3	266.4946912	317.4395045	318.2602571	0.002564985
1427	856.87	30.63	16.13	6.2	268.3946912	317.5012983	318.32449	0.199452936
1428	856.77	30.54	16.16	6.2	269.1946912	317.4178281	318.2384903	
1429	856.6133333	30.61333333	16.12	6.233333333	268.2262341	317.5110823	318.3333157	2.709131163
1430	856.5	30.58	16.08	6.2	267.2946912	317.4882544	318.3070466	-0.663245663
1432	856.36	30.53	16.07	6.3	265.7946912	317.4508307	318.2669795	-0.24166573
1433	856.23	30.54	16.05	6.3	265.5946912	317.4750686	318.2908274	
1434	856.13	30.54	16.05	6.2	264.5946912	317.4856737	318.3015591	0.034240642
1435	856.1	30.58	16.04	6.3	265.5946912	317.5306731	318.3479354	0.145269079
1436	855.99	30.535	16.085	6	262.4946912	317.4952963	318.3129072	-0.012691339
1438	855.785	30.535	16.13	6	260.0446912	317.5170461	318.3372052	
1440	855.58	30.51	16.11	5.8	257.7998636	317.512662	318.3309066	-0.007078138
1442	855.37	30.54	16.12	5.6	257.8946912	317.5663252	318.3867361	0.08663043
1443	855.28	30.44	16.12	5.5	258.8946912	317.4713097	318.287205	-0.306874842
1444	855.1833333	30.47333333	16.14	5.6	262.7947274	317.5164313	318.3350045	0.145714993
1445	855.06	30.48	16.21	5.6	268.1946912	317.5365009	318.359092	
1446	854.98	30.49	16.24	5.6	266.1946912	317.5554564	318.3801389	
1447	854.88	30.465	16.175	5.8	270.8393824	317.5399332	318.360281	-0.012532947
1449	854.72	30.44	16.13	5.8	271.2893824	317.5307845	318.3478964	
1451	854.53	30.44	16.13	5.8	271.0893824	317.5509749	318.368328	
1452	854.44	30.42	16.11	5.95	269.2921702	317.5396204	318.3551504	-0.016299748
1453	854.33	30.395	16.1	5.95	267.3484728	317.5251617	318.339172	
1456	854.09	30.37	16.105	5.75	265.2016482	317.5245238	318.3379385	-0.00154552
1457	853.94	30.35	16.09	5.7	263.8946912	317.5195506	318.3314773	-0.064266888
1458	853.86	30.44	16.12	5.7	263.7946912	317.6222185	318.4399163	
1459	853.7666667	30.35	16.08333333	5.833333333	262.4935483	317.5379859	318.3497949	-0.153072933
1461	853.6	30.35	16.14	6	261.4946912	317.5557165	318.3705971	0.041243241
1462	853.49	30.3	16.14	6	260.6946912	317.5151037	318.327819	
1463	853.38	30.325	16.115	6.1	260.1946912	317.5529684	318.3657137	0.122339134
1465	853.21	30.325	16.115	6.05	259.2451044	317.5710628	318.3840231	0.46769828
1467	852.97	30.35	16.06	6.066666667	260.8661001	317.6227788	318.4344157	12.02967087
1468	852.85	30.3	16.04	6.1	265.2946912	317.583231	318.3917158	-1.150090233
1470	852.68	30.26	16.04	6.2	268.2946912	317.559473	318.3663414	-0.15355524
1471	852.61	30.3	16.06	6.3	269.9946912	317.6087957	318.4185912	0.159372824
1472	852.52	30.255	15.995	6.3	271.6393824	317.571284	318.3758613	
1473	852.39	30.26	15.95	6.3	273.5893824	317.5903687	318.3930722	
1475	852.23	30.21	15.925	6.15	274.9861303	317.5550808	318.354458	-0.101384031
1476	852.11	30.185	15.92	6.2	276.9006733	317.5416992	318.3398432	-0.173021735
1478	851.98	30.21	15.91	6.5	277.4893824	317.5817279	318.3806633	0.028751141
1479	851.845	30.185	15.91	6.55	276.737474	317.5699481	318.3679202	-0.152310293
1480	851.7	30.16	15.86	6.7	275.9893824	317.5592356	318.3537532	-0.015391258
1481	851.65	30.21	15.84	6.7	275.4893824	317.6169175	318.412747	
1482	851.57	30.16	15.8	6.7	274.9893824	317.5730997	318.3647719	
1484	851.39	30.12	15.765	6.85	274.0893824	317.550417	318.3387677	-0.065187775
1486	851.17	30.135	15.76	6.95	273.7908212	317.5895962	318.378638	0.253331381
1487	851.08	30.07	15.76	6.7	272.8893824	317.5311332	318.3173827	-0.030248068
1488	850.99	30.07	15.76	6.7	272.5893824	317.5407373	318.3270971	
1489	850.895	30.07	15.735	6.4	270.0526646	317.5508763	318.3361051	0.003642921
1490	850.78	30.02	15.72	6.4	270.9893824	317.5107866	318.2931859	
1491	850.72	30.07	15.73	6.4	272.1893824	317.5695572	318.3547509	
1492	850.63	30.02	15.72	6.3	273.3862078	317.5267987	318.3093811	-0.1382899
1495	850.275	30.025	15.735	6.55	272.9878556	317.5699459	318.3539315	0.06698147
1496	850.22	29.98	15.71	6.85	274.2966824	317.5286836	318.3094951	-0.014829839
1498	850	29.93	15.71	6.9	276.7893824	317.4998071	318.2786742	-0.747361489
1499	849.94	29.95	15.715	6.95	279.0440588	317.5271695	318.3072422	0.354063332
1501	849.73	29.84	15.73	6.9	281.1893824	317.4343664	318.2105788	-2.402580551
1502	849.66	29.84	15.725	6.9	280.8937302	317.4418457	318.2178963	
1503	849.54	29.88	15.78	6.6	279.8893824	317.4965788	318.2772601	0.019677751
1504	849.42	29.79	15.74	6.4	280.0893824	317.4151059	318.1899851	-0.06592506
1506	849.29	29.79	15.76	6.85	278.3251482	317.4290008	318.2050223	0.004441806
1507	849.15	29.84	15.69	7	275.5893824	317.4963616	318.271302	0.096883544
1508	849.11	29.75	15.73	7	276.4893824	317.4063289	318.1793331	
1509	848.96	29.80666667	15.69	7.233333333	271.5573793	317.481751	318.255456	0.044835166
1510	848.92	29.75	15.66	7.1	263.1946912	317.4266446	318.1964375	-0.100341099
1511	848.75	29.75	15.63	7	259.4946912	317.4448269	318.2133493	0.058857554
1512	848.65	29.75	15.61	6.8	255.5946912	317.4555245	318.2231835	0.008657293
1514	848.51	29.75	15.62	6.5	252.8946912	317.4705039	318.2388229	0.01077548
1516	848.33	29.7	15.62	6.7	251.7946912	317.4373595	318.2037152	-0.053654626
1517	848.24	29.7	15.64	6.7	253.9946912	317.4469918	318.2144368	
1518	848.15	29.7	15.62	6.9	255.4946912	317.4566254	318.2231969	0.00779753
1519	848.05	29.725	15.65	7	257.9446912	317.4935375	318.2627931	0.119497618
1522	847.73	29.75	15.635	6.85	258.296151	317.5540188	318.3240146	0.261044468
1523	847.615	29.77	15.63	6.75	257.8946912	317.5873086	318.3580717	0.107754886
1525	847.44	29.75	15.6	6.55	259.1427828	317.5850944	318.3537154	-0.003583774
1527	847.27	29.75	15.6	6.5	260.6946912	317.6033175	318.3721431	0.471918108
1528	847.175	29.725	15.575	6.35	261.7939038	317.5872884	318.3539068	-0.023063007
1529	847.08	29.635	15.585	6.2	261.5446912	317.5030998	318.2664115	-0.121168707
1530	846.94	29.61	15.59	6.2	261.0946912	317.491893	318.2545327	
1531	846.885	29.635	15.595	6.25	260.3914911	317.5240067	318.2880415	0.415978594
1533	846.72	29.61	15.6	6.4	259.3946912	317.5154837	318.2788757	-0.024535691
1535	846.54	29.61	15.57	6.5	258.8946912	317.534791	318.2969299	0.125057111
1536	846.45	29.57	15.585	6.65	257.4405557	317.5024934	318.2637414	-0.046494421
1537	846.2633333	29.55	15.57	6.533333333	257.0293849	317.5015435	318.261417	-0.002260646
1540	846.05	29.52	15.56	6.5	255.2946912	317.4929691	318.251314	-0.749986076
