-135.00	0.00	5.10	0.937	0.013	0.159	0.134	0.00010	-0.040	0.096	2.795	3.116
-135.00	7.50	5.10	0.954	0.030	0.154	0.127	-0.00023	0.029	0.086	2.799	3.152
-135.00	15.00	5.10	0.953	0.035	0.157	0.127	-0.00023	-0.003	-0.068	2.790	3.199
-127.50	15.00	5.10	0.938	0.034	0.154	0.128	-0.00112	0.073	-0.058	2.861	3.199
-127.50	7.50	5.10	0.959	0.081	0.151	0.129	-0.00106	-0.101	-0.072	2.834	3.279
-127.50	0.00	5.10	0.889	0.005	0.157	0.132	-0.00118	-0.026	0.043	2.857	3.143
-120.00	-7.50	5.10	0.894	-0.006	0.162	0.129	-0.00132	-0.078	0.001	2.778	2.940
-120.00	0.00	5.10	0.930	0.117	0.163	0.125	-0.00076	0.025	-0.127	2.669	3.348
-120.00	7.50	5.10	0.970	-0.005	0.156	0.137	-0.00087	-0.034	0.092	2.663	3.103
-120.00	15.00	5.10	0.930	0.008	0.150	0.127	-0.00131	-0.035	-0.050	2.747	3.347
-120.00	22.50	5.10	0.989	0.051	0.155	0.124	-0.00020	-0.144	0.020	2.777	3.360
-112.50	30.00	5.10	0.935	0.030	0.155	0.128	-0.00131	-0.046	0.030	2.766	3.083
-112.50	22.50	5.10	1.012	0.000	0.155	0.125	-0.00095	-0.123	0.007	2.841	3.216
-112.50	15.00	5.10	0.989	0.131	0.155	0.125	-0.00059	-0.020	-0.139	2.867	3.466
-112.50	7.50	5.10	0.949	-0.057	0.152	0.129	-0.00147	-0.025	0.121	2.834	3.288
-112.50	0.00	5.10	0.892	0.170	0.209	0.156	-0.00222	-0.366	-0.029	3.078	3.127
-112.50	-7.50	5.10	0.936	0.031	0.159	0.131	0.00096	0.018	0.066	2.739	2.970
-112.50	-15.00	5.10	0.882	-0.001	0.160	0.133	-0.00185	-0.050	0.005	2.607	3.156
-105.00	-22.50	5.10	0.904	-0.013	0.164	0.129	-0.00109	-0.046	0.081	2.667	2.945
-105.00	-15.00	5.10	0.941	0.131	0.156	0.135	0.00077	-0.011	-0.125	2.871	3.251
-105.00	-7.50	5.10	0.906	-0.048	0.162	0.126	-0.00132	0.021	-0.058	2.939	3.342
-105.00	0.00	5.10	0.815	0.072	0.219	0.189	-0.00676	-0.353	0.217	2.986	2.773
-105.00	7.50	5.10	0.951	0.001	0.155	0.122	-0.00119	0.026	0.098	2.928	3.461
-105.00	15.00	5.10	0.957	0.047	0.162	0.148	-0.00220	-0.141	0.142	3.144	3.192
-105.00	22.50	5.10	0.935	-0.033	0.151	0.121	-0.00133	-0.058	0.058	2.729	3.049
-105.00	30.00	5.10	1.009	0.059	0.146	0.126	-0.00125	-0.031	-0.053	2.574	3.473
-105.00	37.50	5.10	0.968	0.039	0.155	0.127	-0.00083	-0.058	-0.039	2.732	3.039
-97.50	45.00	5.10	0.970	0.063	0.154	0.126	-0.00023	-0.066	0.017	2.755	3.149
-97.50	37.50	5.10	0.951	0.027	0.148	0.124	-0.00047	-0.034	-0.178	2.877	3.124
-97.50	30.00	5.10	0.981	-0.024	0.151	0.132	-0.00089	-0.035	0.306	2.795	3.254
-97.50	22.50	5.10	0.987	0.092	0.157	0.122	-0.00037	-0.011	-0.190	2.922	3.452
-97.50	15.00	5.10	0.954	-0.027	0.160	0.150	-0.00271	-0.144	0.392	3.286	3.880
-97.50	7.50	5.10	0.945	0.031	0.185	0.126	-0.00003	-0.354	-0.334	3.420	3.993
-97.50	0.00	5.10	0.874	0.048	0.205	0.176	-0.00807	-0.231	0.388	2.762	3.066
-97.50	-7.50	5.10	0.852	0.007	0.191	0.135	-0.00284	-0.249	-0.205	2.950	3.572
-97.50	-15.00	5.10	0.905	0.132	0.190	0.175	-0.00392	-0.403	0.180	3.225	2.950
-97.50	-22.50	5.10	0.971	0.048	0.153	0.134	0.00027	0.093	-0.011	2.693	2.968
-97.50	-30.00	5.10	0.928	-0.032	0.154	0.127	-0.00020	-0.041	0.104	2.785	3.173
-90.00	-37.50	5.10	0.932	-0.029	0.156	0.126	-0.00046	-0.005	0.005	2.726	3.087
-90.00	-30.00	5.10	0.932	0.065	0.157	0.124	-0.00043	0.107	-0.026	2.884	3.362
-90.00	-22.50	5.10	0.936	-0.018	0.165	0.134	0.00043	-0.171	-0.100	2.930	3.470
-90.00	-15.00	5.10	0.848	0.009	0.196	0.186	-0.00486	-0.334	0.328	3.205	3.146
-90.00	-7.50	5.10	0.793	0.055	0.212	0.158	-0.00140	0.002	-0.401	2.849	3.525
-90.00	0.00	5.10	0.862	-0.030	0.196	0.174	-0.00648	-0.350	0.464	3.027	3.333
-90.00	7.50	5.10	0.823	0.050	0.220	0.156	0.00030	-0.233	-0.272	2.817	3.272
-90.00	15.00	5.10	0.997	-0.030	0.168	0.139	-0.00226	-0.273	0.425	3.249	3.862
-90.00	22.50	5.10	0.909	0.118	0.200	0.148	-0.00151	-0.457	0.081	3.470	3.271
-90.00	30.00	5.10	0.945	-0.054	0.152	0.125	-0.00150	0.061	0.181	2.837	3.215
-90.00	37.50	5.10	1.026	0.151	0.156	0.126	0.00000	-0.020	-0.050	2.711	3.508
-90.00	45.00	5.10	0.987	0.000	0.147	0.119	0.00056	0.001	-0.029	2.751	3.158
-90.00	52.50	5.10	0.974	0.078	0.149	0.124	0.00017	0.001	-0.034	2.869	3.184
-82.50	60.00	5.10	0.985	0.048	0.149	0.122	-0.00066	-0.095	0.025	2.613	3.184
-82.50	52.50	5.10	1.054	0.055	0.151	0.130	0.00076	0.010	0.034	2.814	3.151
-82.50	45.00	5.10	0.955	0.006	0.147	0.120	-0.00060	0.005	-0.103	2.752	3.259
-82.50	37.50	5.10	0.961	0.052	0.158	0.148	-0.00172	-0.148	0.110	3.115	3.127
-82.50	30.00	5.10	0.962	0.008	0.150	0.117	-0.00063	0.080	0.078	3.029	3.556
-82.50	22.50	5.10	0.860	0.026	0.202	0.180	-0.00363	-0.435	0.299	3.206	3.034
-82.50	15.00	5.10	0.964	-0.065	0.170	0.138	-0.00177	-0.337	0.348	3.339	4.092
-82.50	7.50	5.10	0.833	0.078	0.198	0.171	-0.00030	-0.043	-0.189	2.678	2.990
-82.50	0.00	5.10	0.909	-0.064	0.185	0.157	-0.00497	-0.202	0.313	3.061	3.712
-82.50	-7.50	5.10	0.794	0.011	0.214	0.161	-0.00100	-0.009	-0.193	2.677	3.152
-82.50	-15.00	5.10	0.908	0.009	0.197	0.165	-0.00436	-0.276	0.376	3.004	3.581
-82.50	-22.50	5.10	0.896	0.010	0.202	0.144	-0.00027	-0.159	-0.358	3.028	3.731
-82.50	-30.00	5.10	0.883	0.125	0.199	0.155	-0.00175	-0.227	-0.242	2.958	3.064
-82.50	-37.50	5.10	0.977	0.023	0.153	0.131	0.00040	0.014	0.139	2.715	3.210
-82.50	-45.00	5.10	0.929	-0.036	0.148	0.122	-0.00020	-0.059	0.071	2.663	3.099
-75.00	-52.50	5.10	0.949	-0.046	0.153	0.124	0.00047	0.011	0.145	2.696	3.152
-75.00	-45.00	5.10	0.992	0.084	0.157	0.125	0.00013	0.053	0.038	2.670	3.195
-75.00	-37.50	5.10	0.964	-0.066	0.154	0.120	-0.00010	0.047	0.011	2.825	3.244
-75.00	-30.00	5.10	0.802	0.054	0.203	0.174	-0.00304	-0.205	-0.075	2.957	2.934
-75.00	-22.50	5.10	0.803	0.028	0.193	0.162	0.00034	-0.022	-0.287	3.032	3.195
-75.00	-15.00	5.10	0.860	-0.022	0.195	0.161	-0.00292	-0.136	0.208	2.769	3.569
-75.00	-7.50	5.10	0.732	-0.035	0.214	0.183	-0.00291	0.018	-0.005	2.664	2.828
-75.00	0.00	5.10	0.887	-0.037	0.196	0.152	-0.00114	-0.044	0.087	2.798	3.849
-75.00	7.50	5.10	0.841	0.043	0.208	0.180	-0.00124	-0.120	0.013	2.808	2.804
-75.00	15.00	5.10	0.872	-0.015	0.205	0.145	-0.00264	-0.246	-0.021	2.887	3.670
-75.00	22.50	5.10	0.939	0.038	0.202	0.176	-0.00544	-0.340	0.404	2.932	3.059
-75.00	30.00	5.10	0.929	0.040	0.196	0.129	-0.00097	-0.367	-0.488	3.388	4.050
-75.00	37.50	5.10	0.982	0.005	0.161	0.152	-0.00366	-0.383	0.457	3.517	3.778
-75.00	45.00	5.10	1.016	0.121	0.161	0.116	0.00017	-0.055	-0.271	3.104	3.616
-75.00	52.50	5.10	0.972	-0.030	0.149	0.122	0.00014	0.044	-0.108	2.829	3.394
-75.00	60.00	5.10	0.979	0.058	0.146	0.125	0.00097	-0.068	-0.084	2.768	3.085
-67.50	60.00	5.10	1.028	0.139	0.151	0.131	-0.00067	0.112	0.053	2.755	3.353
-67.50	52.50	5.10	0.968	-0.037	0.145	0.121	-0.00087	-0.008	0.034	2.946	3.348
-67.50	45.00	5.10	0.946	0.082	0.193	0.164	-0.00110	-0.582	0.226	3.921	3.258
-67.50	37.50	5.10	0.992	-0.017	0.175	0.147	-0.00312	-0.320	0.504	3.194	3.797
-67.50	30.00	5.10	0.850	0.085	0.224	0.171	0.00023	-0.214	-0.377	2.729	3.396
-67.50	22.50	5.10	0.932	-0.060	0.191	0.165	-0.00373	-0.362	0.392	3.038	3.398
-67.50	15.00	5.10	0.840	0.040	0.205	0.159	-0.00036	-0.208	-0.351	2.868	3.435
-67.50	7.50	5.10	0.843	-0.060	0.194	0.179	-0.00354	-0.115	0.249	2.860	3.186
-67.50	0.00	5.10	0.837	-0.061	0.201	0.155	-0.00227	-0.054	0.141	2.723	3.390
-67.50	-7.50	5.10	0.816	-0.006	0.199	0.179	-0.00337	-0.030	0.109	2.767	2.835
-67.50	-15.00	5.10	0.849	-0.056	0.192	0.153	-0.00133	-0.213	0.166	2.920	3.805
-67.50	-22.50	5.10	0.813	0.007	0.206	0.161	-0.00067	0.029	-0.179	2.705	3.119
-67.50	-30.00	5.10	0.851	0.018	0.202	0.188	-0.00318	-0.048	0.200	2.809	2.961
-67.50	-37.50	5.10	0.924	-0.057	0.187	0.129	-0.00084	-0.263	-0.117	2.963	3.611
-67.50	-45.00	5.10	0.944	0.105	0.188	0.160	-0.00088	-0.328	0.129	3.331	3.225
-67.50	-52.50	5.10	0.935	0.002	0.156	0.119	0.00033	0.088	0.026	2.614	3.266
-67.50	-60.00	5.10	0.921	-0.054	0.152	0.125	-0.00023	0.002	0.020	2.667	3.184
-60.00	-60.00	5.10	1.001	0.058	0.160	0.130	-0.00024	-0.018	-0.039	2.680	3.083
-60.00	-52.50	5.10	0.960	-0.059	0.154	0.118	-0.00130	0.116	-0.070	2.876	3.687
-60.00	-45.00	5.10	0.918	0.031	0.188	0.177	-0.00294	-0.365	0.353	3.357	3.099
-60.00	-37.50	5.10	0.841	-0.005	0.200	0.146	-0.00189	0.026	-0.297	2.612	3.309
-60.00	-30.00	5.10	0.827	-0.035	0.205	0.178	-0.00233	-0.004	0.125	2.772	3.189
-60.00	-22.50	5.10	0.778	-0.033	0.194	0.167	-0.00182	0.020	-0.038	2.874	3.010
-60.00	-15.00	5.10	0.865	-0.062	0.192	0.162	0.00023	0.028	0.026	2.695	3.524
-60.00	-7.50	5.10	0.811	0.004	0.203	0.180	-0.00357	-0.105	0.199	2.838	2.985
-60.00	0.00	5.10	0.811	-0.048	0.206	0.160	-0.00181	0.027	-0.100	2.819	3.146
-60.00	7.50	5.10	0.908	-0.008	0.183	0.168	-0.00162	-0.094	0.134	2.796	3.194
-60.00	15.00	5.10	0.804	0.028	0.209	0.161	-0.00007	0.017	-0.207	2.803	2.970
-60.00	22.50	5.10	0.911	-0.033	0.189	0.160	-0.00243	-0.289	0.239	3.050	3.352
-60.00	30.00	5.10	0.862	0.085	0.211	0.179	-0.00057	-0.199	-0.137	2.900	2.846
-60.00	37.50	5.10	0.933	-0.034	0.181	0.136	-0.00203	-0.356	0.058	3.197	4.016
-60.00	45.00	5.10	0.906	0.032	0.202	0.176	-0.00302	-0.490	0.331	3.429	3.140
-60.00	52.50	5.10	0.989	0.055	0.153	0.112	0.00013	-0.109	-0.196	3.035	3.628
-60.00	60.00	5.10	0.975	0.039	0.154	0.150	-0.00017	-0.045	0.104	2.909	3.185
