ALT	PRESS	TEMP	RH	SPEED	DIR	POTT	VIRPOT	Ri
1312	867.79	31.92	18.08	4.2	259.7469036	317.6968545	318.6726072	
1314	867.6133333	32.01333333	18.21	4.466666667	255.5548843	317.8125571	318.8007619	0.104558332
1315	867.535	31.87	18.05	3.2	262.6853108	317.671485	318.6432643	-0.002826464
1316	867.4	31.94	18.05	3.2	264.7946912	317.7585313	318.7343441	
1318	867.19	31.84	18.07	3.8	260.5946912	317.6763771	318.6481076	-0.014673265
1320	867.02	32.2	18.69	4.2	249.9946912	318.0691859	319.0950629	0.157669955
1321	866.93	32.14	18.45	4.9	247.9946912	318.0161282	319.025565	-0.003477726
1322	866.82	32.115	18.515	4.75	245.6410069	318.0016267	319.0133694	-0.020701782
1323	866.74	32.15	18.61	5	246.4946912	318.046482	319.0655421	0.023049573
1324	866.645	32.195	18.64	4.55	246.4957801	318.1033326	319.1267673	0.00901518
1327	866.385	32.17	18.67	4.95	247.1310014	318.1045854	319.1286384	0.000754413
1328	866.28	32.09	18.715	5.45	247.5268005	318.0322597	319.0543438	-0.009293234
1329	866.18	32.15	18.71	4.6	244.9946912	318.1052765	319.1306944	0.003245738
1330	866.075	32.14	18.69	5.15	248.2860692	318.1058862	319.1297981	6.47345E-05
1332	865.9	32.065	18.745	5.1	244.306456	318.0461188	319.0690017	-1.536046043
1333	865.765	32.145	18.705	5.55	250.9109055	318.1436691	319.1691793	0.015471763
1334	865.71	32.15	18.7	5.1	243.7946912	318.1546596	319.1802703	0.001743087
1337	865.42	32.09666667	18.78333333	5.666666667	249.2470403	318.1295629	319.1571209	-0.007531584
1339	865.185	31.995	18.74	5.35	247.5648291	318.0483076	319.0680239	-0.052074675
1340	865.0766667	32.02666667	18.70666667	5.166666667	241.1967054	318.0927057	319.1125913	0.042441077
1342	864.915	31.945	18.74	5.35	239.8199269	318.0245809	319.0418581	-0.130278513
1343	864.77	31.94	18.67	6.6	240.3946912	318.0346192	319.0480378	0.000206474
1345	864.58	31.94	18.71	5.1	240.4946912	318.0546065	319.0704934	0.000570992
1346	864.51	32.02	18.7	6.95	245.2025886	318.1453734	319.1654031	0.000852115
1347	864.41	31.99	18.67	6.4	248.9946912	318.1246224	319.1414565	-0.002204307
1348	864.32	31.94	18.71	5.9	246.7946912	318.0819668	319.0982604	-0.005483573
1349	864.23	31.89	18.63	5.3	247.5946912	318.0393093	319.0485567	-0.003808825
1353	863.88	31.94	18.67	5	245.8946912	318.1282928	319.1431013	0.127102626
1354	863.76	31.79	18.61	6.3	246.5946912	317.9845159	318.9877517	-0.002735543
1355	863.6533333	31.85666667	18.61	6.1	243.517333	318.0652683	319.0724385	0.064899531
1357	863.45	31.72	18.52	6.25	236.5946912	317.9441606	318.9390956	-0.34622608
1358	863.34	31.79	18.43	5.6	235.7946912	318.0287507	319.0229262	0.006437743
1360	863.16	31.69	18.47	5.4	238.3946912	317.9434184	318.9344364	-0.137235489
1361	863.11	31.79	18.49	5.5	240.4946912	318.0529862	319.0507521	0.352309068
1362	862.97	31.74	18.445	5.35	237.8404855	318.0155898	319.0083457	-0.053451403
1363	862.87	31.79	18.54	5.45	239.8781768	318.0782844	319.0791187	0.201590755
1366	862.59	31.73	18.58333333	5.9	240.0172563	318.0452191	319.0454437	-0.015754147
1368	862.41	31.74	18.61	5.7	242.4946912	318.0746355	319.0771376	0.047301188
1370	862.215	31.745	18.58	5.65	243.5876111	318.1004242	319.1018932	0.66347528
1371	862.14	31.74	18.57	5.7	244.6946912	318.1031216	319.1038858	0.03469846
1372	862.05	31.75	18.57	5.7	245.4946912	318.1230532	319.1245198	
1373	861.93	31.79	18.59	5.8	242.9946912	318.1774558	319.182446	0.174928786
1374	861.8	31.65	18.5	5.7	238.7946912	318.0450983	319.0375736	-0.42578376
1375	861.7	31.74	18.57	5.7	241.0946912	318.1495679	319.1510121	
1376	861.64	31.7	18.485	5.6	236.8018342	318.1141635	319.1088746	-0.113874588
1377	861.57	31.65	18.47	5.9	236.1946912	318.0693784	319.0605962	-0.016007782
1379	861.345	31.665	18.47	6.15	240.3166442	318.1087935	319.1011934	0.040572472
1380	861.22	31.64	18.47	6.6	242.6946912	318.0959058	319.0871015	-0.002047404
1381	861.13	31.6	18.47	6.8	244.2946912	318.0636662	319.0527697	-0.025932353
1382	861.07	31.59	18.46	6.6	245.8946912	318.0595675	319.0476706	-0.003296902
1383	860.95	31.6	18.47	6.6	247.6946912	318.0826832	319.0720618	
1385	860.775	31.545	18.435	6.7	250.0529004	318.0437672	319.0284835	-0.250465473
1386	860.64	31.59	18.34	6.9	251.7946912	318.1050081	319.0873406	0.049261485
1387	860.55	31.54	18.34	7	252.8946912	318.0623282	319.0420348	-0.137347398
1389	860.385	31.55	18.26	7.35	251.2538689	318.0902116	319.0664432	0.014649466
1390	860.28	31.5	18.26	7.2	250.3946912	318.0491155	319.0227597	-0.058785749
1391	860.23	31.45	18.24	7.5	248.1946912	318.0022025	318.9721194	-0.016779383
1392	860.07	31.54	18.24	7.5	246.6946912	318.1130856	319.0881738	
1393	859.96	31.49	18.24	7.2	247.5946912	318.072518	319.0450292	-0.014507927
1394	859.94	31.5	18.19	7.3	251.2946912	318.0850746	319.0554965	0.040413732
1395	859.79	31.45	18.2	7.7	252.4946912	318.0487372	319.0171859	-0.007310714
1396	859.725	31.4	18.16	7.6	255.3308752	318.003406	318.9671043	-0.145946553
1397	859.61	31.4	18.13	7.1	255.9946912	318.0155722	318.9778497	0.001566797
1399	859.44	31.4	18.13	7.3	255.4946912	318.0335616	318.9960923	0.028959007
1400	859.32	31.35	18.11	7.4	249.7946912	317.994047	318.9529882	-0.127240524
1402	859.15	31.35	18.12	7.6	246.0841642	318.0120411	318.9717643	0.028971308
1405	858.82	31.35	18.095	7.65	240.100574	318.0469844	319.0058732	1.350246172
1406	858.73	31.25	17.91	7.2	233.1946912	317.9520653	318.8959459	-0.015098683
1407	858.675	31.275	17.925	7.35	233.6967664	317.9840034	318.9300878	0.045719407
1409	858.465	31.225	17.785	6.95	227.4270727	317.9540173	318.8903737	-0.012074697
1410	858.39	31.2	17.725	6.5	225.1885372	317.9358465	318.8678373	-0.002890875
1411	858.24	31.12666667	17.71333333	6.8	229.154473	317.8751272	318.8028746	-0.02174055
1414	858	31.13	17.67	6.95	231.6817411	317.9040374	318.8300335	0.124214075
1415	857.88	31.2	17.71	7.3	233.7946912	317.9898917	318.9218298	0.022579151
1416	857.775	31.155	17.595	6.9	234.3149851	317.9540054	318.8776947	-0.007226935
1417	857.74	31.06	17.62	7	234.8946912	317.8584537	318.7785596	-0.307978135
1418	857.58	31.15	17.63	7.2	237.7537193	317.9694562	318.8950016	0.089418191
1420	857.43	31.15	17.57	7.3	238.8946912	317.9853643	318.9079743	0.102517901
1422	857.22	31.11	17.63	7.4	240.5946912	317.9658397	318.889814	-0.125840878
1423	857.14	31.1	17.63	7.5	241.7946912	317.9638763	318.8874438	-0.006327611
1424	857.01	31.11	17.68	7.6	241.8946912	317.9881211	318.9150177	0.07813196
1425	856.92	31.055	17.65	7.55	241.5450223	317.9401896	318.8627742	-0.617972583
1427	856.73	31.06	17.66	7.1	241.0904658	317.9655797	318.8892198	0.008082589
1428	856.63	30.96	17.61	7	241.0946912	317.8716697	318.7876515	-0.302785938
1430	856.45	31.06	17.625	7	240.0946912	317.9953068	318.917517	
1431	856.35	31.06	17.635	7.05	239.6443366	318.0059265	318.9288032	0.136915895
1432	856.24	31.06	17.66	7.2	240.7946912	318.0176101	318.941953	0.016736981
1433	856.15	30.96	17.66	7.3	240.5946912	317.9226289	318.841896	-0.306239915
1435	855.965	31.01	17.64	7.3	239.6946912	317.9945535	318.9156401	
1436	855.83	31.01	17.57	7.3	238.3946912	318.0088987	318.9265226	
1437	855.74	30.96	17.57	7.1	238.6946912	317.9661856	318.8813503	-0.034429026
1438	855.69	30.96	17.59	7.2	237.7946912	317.9714993	318.8877769	0.017132297
1439	855.56	30.96	17.54	7.2	238.2946912	317.9853166	318.8991742	
1440	855.47	30.96	17.57	7.1	238.4946912	317.994884	318.9104326	0.030847407
1442	855.3066667	30.96	17.54666667	7.433333333	239.5610567	318.0122504	318.9268153	0.010078764
1444	855.12	30.91	17.57	7.2	241.7946912	317.9798139	318.8932773	-0.03842431
1445	854.98	30.92	17.59	7.2	241.7946912	318.0051628	318.9203819	
1446	854.93	30.91	17.57	7.2	241.8946912	318.0000233	318.9137566	
1447	854.85	30.91	17.57	7.4	241.5946912	318.0085343	318.9223812	0.006861424
1448	854.71	30.91	17.59	7.3	240.7946912	318.023431	318.9385173	0.048037919
1449	854.65	30.915	17.545	7.45	241.1960335	318.035046	318.9481343	0.016646623
1450	854.505	30.84	17.53	7.35	239.9450313	317.97203	318.880685	-0.203257178
1451	854.4	30.87	17.5	7.3	239.9946912	318.0145863	318.9233736	0.549004631
1452	854.3	30.82	17.5	7.4	239.3946912	317.9729289	318.8792932	-0.134374253
1453	854.225	30.845	17.5	7.5	239.8560253	318.0070654	318.9148169	0.110105031
1454	854.14	30.81	17.54	7.4	240.0946912	317.9795017	318.8876505	-0.088915035
1455	854.05	30.82	17.5	7.6	240.6946912	317.9995464	318.9062633	0.01616454
1456	853.92	30.77	17.49	7.6	241.2946912	317.9610815	318.8649058	
1457	853.91	30.72	17.48	7.6	240.5946912	317.9098363	318.8106081	
1458	853.74	30.77	17.475	7.5	241.3946912	317.9802529	318.8835551	0.227180349
1460	853.59	30.77	17.43	7.7	241.0946912	317.9962331	318.8974195	0.025777828
1461	853.51	30.77	17.43	7.6	241.6946912	318.0047573	318.906056	0.027501114
1462	853.43	30.77	17.44	7.6	241.4946912	318.0132825	318.9152107	
1463	853.3	30.745	17.475	7.65	241.1946912	318.0009778	318.9036224	-0.158804344
1464	853.18	30.72	17.48	7.6	240.6946912	317.9876076	318.8894037	-0.172570117
1465	853.09	30.68	17.48	7.6	240.6946912	317.9553421	318.855227	
1466	853	30.745	17.48	7.55	240.3456846	318.0329605	318.9362854	1.001741627
