Subject: Wavy Wall Data - x/lambda = 0.1, vavg
 
 y            v2avg        v2intensity  v2gamma      v2skewness   v2flatness
 
   7.620E-03    1.938E-02    7.787E-01    4.936E-01    1.261E+00    2.875E+01
   1.016E-02   -1.359E-02    7.676E-01    4.778E-01    5.745E-01    6.710E+00
   1.270E-02    1.266E-02    8.020E-01    5.015E-01    6.923E-01    7.860E+00
   1.524E-02   -7.281E-02    8.701E-01    4.554E-01    4.201E+00    9.994E+01
   1.778E-02    2.970E-02    8.056E-01    5.096E-01    2.663E-01    4.957E+00
   2.032E-02    1.905E-02    9.061E-01    4.915E-01    2.406E+00    5.493E+01
   2.540E-02    5.576E-02    8.937E-01    5.163E-01    8.986E-02    5.476E+00
   3.048E-02    6.601E-02    9.751E-01    5.308E-01    2.788E-01    6.287E+00
   3.556E-02    6.039E-02    9.800E-01    5.228E-01    1.138E-01    5.903E+00
   4.318E-02    7.664E-02    1.042E+00    5.354E-01   -2.420E-02    6.370E+00
   5.080E-02    8.188E-02    1.134E+00    5.532E-01   -2.893E-01    5.997E+00
   5.842E-02    1.316E-01    1.180E+00    5.744E-01   -5.964E-01    7.146E+00
   6.604E-02    1.718E-01    1.191E+00    5.905E-01   -4.613E-01    6.817E+00
   7.366E-02    1.392E-01    1.230E+00    5.800E-01   -6.138E-01    7.301E+00
   8.128E-02    1.557E-01    1.264E+00    5.868E-01   -7.359E-01    7.820E+00
   9.144E-02    1.625E-01    1.270E+00    5.991E-01   -8.039E-01    8.337E+00
   1.016E-01    1.437E-01    1.280E+00    5.824E-01   -7.367E-01    7.917E+00
   1.118E-01    1.934E-01    1.333E+00    6.101E-01   -9.295E-01    8.958E+00
   1.219E-01    1.863E-01    1.330E+00    6.000E-01   -9.962E-01    9.056E+00
   1.321E-01    2.044E-01    1.371E+00    6.036E-01   -8.948E-01    1.029E+01
   1.422E-01    1.697E-01    1.395E+00    5.911E-01   -9.884E-01    9.259E+00
   1.524E-01    1.991E-01    1.395E+00    5.997E-01   -1.058E+00    9.110E+00
   1.651E-01    1.907E-01    1.355E+00    5.933E-01   -9.273E-01    8.902E+00
   1.778E-01    2.193E-01    1.398E+00    6.018E-01   -1.083E+00    9.283E+00
   2.032E-01    1.856E-01    1.480E+00    5.784E-01   -8.627E-01    9.023E+00
   2.286E-01    1.956E-01    1.483E+00    5.936E-01   -1.091E+00    9.059E+00
   2.540E-01    2.264E-01    1.506E+00    5.960E-01   -8.495E-01    8.648E+00
   3.175E-01    1.487E-01    1.567E+00    5.674E-01   -9.556E-01    8.072E+00
   3.810E-01    1.601E-01    1.598E+00    5.733E-01   -8.674E-01    7.477E+00
   4.572E-01    8.122E-02    1.615E+00    5.548E-01   -8.376E-01    7.512E+00
   5.715E-01    2.665E-02    1.615E+00    5.422E-01   -9.836E-01    7.782E+00
   6.731E-01    3.045E-02    1.593E+00    5.400E-01   -1.071E+00    8.637E+00
   7.747E-01    3.349E-02    1.601E+00    5.423E-01   -1.103E+00    8.825E+00
   8.763E-01    6.992E-02    1.584E+00    5.525E-01   -1.095E+00    9.835E+00
   1.029E+00    7.636E-02    1.582E+00    5.605E-01   -1.220E+00    1.103E+01
   1.123E+00   -1.786E-02    1.552E+00    5.267E-01   -1.207E+00    1.107E+01
   1.227E+00    9.311E-02    1.540E+00    5.682E-01   -1.550E+00    1.334E+01
   1.321E+00    6.079E-02    1.554E+00    5.577E-01   -1.692E+00    1.540E+01
   1.412E+00    3.216E-02    1.557E+00    5.526E-01   -1.539E+00    1.347E+01
   1.506E+00    3.958E-02    1.554E+00    5.520E-01   -1.618E+00    1.373E+01
   1.598E+00    4.649E-02    1.511E+00    5.543E-01   -1.565E+00    1.382E+01
   1.692E+00   -6.397E-03    1.540E+00    5.346E-01   -1.697E+00    1.500E+01
   1.786E+00   -7.845E-02    1.640E+00    5.230E-01   -1.666E+00    1.492E+01
   1.877E+00   -8.452E-02    1.642E+00    5.255E-01   -2.085E+00    1.722E+01
   1.971E+00    2.158E-02    1.567E+00    5.593E-01   -2.312E+00    1.946E+01
   2.062E+00   -2.443E-02    1.579E+00    5.369E-01   -2.169E+00    1.925E+01
   2.156E+00    1.162E-02    1.535E+00    5.459E-01   -1.515E+00    1.705E+01
   2.248E+00   -2.875E-02    1.572E+00    5.349E-01   -1.466E+00    1.699E+01
   2.342E+00    1.032E-01    1.740E+00    5.649E-01   -1.546E+00    1.896E+01
