Subject: Wavy Wall Data - x/lambda = 0.8, vavg
 
 y            v2avg        v2intensity  v2gamma      v2skewness   v2flatness
 
   7.620E-03    1.367E+00    1.102E+00    9.175E-01    6.351E-01    6.139E+00
   1.016E-02    1.269E+00    1.122E+00    9.038E-01    7.175E-01    7.121E+00
   1.270E-02    1.356E+00    1.141E+00    9.138E-01    7.568E-01    7.468E+00
   1.524E-02    1.348E+00    1.143E+00    9.138E-01    7.231E-01    7.269E+00
   1.778E-02    1.338E+00    1.144E+00    9.060E-01    7.223E-01    6.843E+00
   2.032E-02    1.364E+00    1.133E+00    9.153E-01    7.053E-01    6.602E+00
   2.540E-02    1.333E+00    1.176E+00    9.061E-01    7.041E-01    7.408E+00
   3.048E-02    1.361E+00    1.189E+00    9.003E-01    6.424E-01    6.636E+00
   3.556E-02    1.331E+00    1.218E+00    8.910E-01    6.127E-01    6.458E+00
   4.318E-02    1.340E+00    1.224E+00    8.913E-01    6.545E-01    6.755E+00
   5.080E-02    1.313E+00    1.254E+00    8.801E-01    5.828E-01    6.349E+00
   5.842E-02    1.263E+00    1.264E+00    8.652E-01    5.700E-01    6.369E+00
   6.604E-02    1.326E+00    1.312E+00    8.685E-01    4.604E-01    5.853E+00
   7.366E-02    1.307E+00    1.314E+00    8.660E-01    5.739E-01    6.377E+00
   8.128E-02    1.217E+00    1.371E+00    8.342E-01    4.399E-01    5.890E+00
   9.144E-02    1.301E+00    1.361E+00    8.503E-01    3.755E-01    5.339E+00
   1.016E-01    1.239E+00    1.448E+00    8.240E-01    4.149E-01    5.157E+00
   1.118E-01    1.213E+00    1.406E+00    8.222E-01    4.027E-01    5.077E+00
   1.219E-01    1.232E+00    1.472E+00    8.129E-01    4.728E-01    5.356E+00
   1.321E-01    1.237E+00    1.492E+00    8.096E-01    3.394E-01    4.641E+00
   1.422E-01    1.110E+00    1.533E+00    7.766E-01    3.734E-01    4.563E+00
   1.524E-01    1.128E+00    1.476E+00    7.920E-01    3.362E-01    4.791E+00
   1.651E-01    1.134E+00    1.578E+00    7.710E-01    3.867E-01    4.426E+00
   1.778E-01    1.088E+00    1.565E+00    7.667E-01    4.255E-01    4.561E+00
   2.032E-01    1.149E+00    1.563E+00    7.763E-01    3.699E-01    4.543E+00
   2.286E-01    9.587E-01    1.620E+00    7.250E-01    4.887E-01    4.841E+00
   2.540E-01    9.380E-01    1.623E+00    7.178E-01    5.085E-01    4.552E+00
   3.175E-01    8.721E-01    1.636E+00    7.009E-01    5.387E-01    4.634E+00
   3.810E-01    7.602E-01    1.639E+00    6.747E-01    6.875E-01    5.342E+00
   4.572E-01    6.770E-01    1.618E+00    6.583E-01    7.719E-01    5.809E+00
   5.588E-01    5.104E-01    1.543E+00    6.156E-01    8.541E-01    6.076E+00
   6.706E-01    5.453E-01    1.531E+00    6.307E-01    9.628E-01    6.813E+00
   7.722E-01    5.578E-01    1.547E+00    6.335E-01    9.536E-01    6.791E+00
   8.738E-01    4.165E-01    1.590E+00    5.801E-01    9.698E-01    6.845E+00
   1.041E+00    2.954E-01    1.536E+00    5.519E-01    1.234E+00    8.576E+00
   1.125E+00    2.790E-01    1.535E+00    5.396E-01    1.107E+00    7.721E+00
   1.222E+00    2.963E-01    1.594E+00    5.396E-01    1.320E+00    8.619E+00
   1.321E+00    2.200E-01    1.579E+00    5.135E-01    1.561E+00    1.025E+01
   1.417E+00    2.990E-01    1.551E+00    5.391E-01    1.314E+00    8.529E+00
   1.516E+00    1.875E-01    1.519E+00    5.067E-01    1.437E+00    9.552E+00
   1.613E+00    1.543E-01    1.463E+00    4.995E-01    1.612E+00    1.177E+01
   1.712E+00    1.401E-01    1.517E+00    4.920E-01    1.781E+00    1.277E+01
   1.808E+00    1.610E-01    1.555E+00    4.864E-01    1.673E+00    1.133E+01
   1.908E+00    1.809E-01    1.581E+00    4.946E-01    1.682E+00    1.168E+01
   2.004E+00    1.265E-01    1.563E+00    4.787E-01    2.239E+00    1.607E+01
   2.103E+00    5.993E-02    1.446E+00    4.649E-01    2.015E+00    1.523E+01
   2.200E+00    8.681E-02    1.415E+00    4.809E-01    2.147E+00    1.747E+01
   2.299E+00    6.415E-03    1.473E+00    4.514E-01    2.096E+00    1.670E+01
   2.395E+00   -2.256E-01    1.350E+00    3.767E-01    2.290E+00    1.854E+01
