Subject: Wavy Wall Data - x/lambda = 0.1, uavg
 
 y            v1avg        v1intensity  v1gamma      v1skewness   v1flatness
 
   7.620E-03    1.042E+00    8.890E-01    9.262E-01    2.833E-01    3.420E+01
   1.016E-02    1.095E+00    9.485E-01    9.205E-01    1.189E+00    5.749E+00
   1.270E-02    1.227E+00    1.035E+00    9.220E-01    1.154E+00    5.483E+00
   1.524E-02    1.390E+00    1.172E+00    9.551E-01   -2.528E+00    9.069E+01
   1.778E-02    1.460E+00    1.091E+00    9.556E-01    1.152E+00    5.023E+00
   2.032E-02    1.629E+00    1.197E+00    9.684E-01   -6.296E-01    4.231E+01
   2.540E-02    1.831E+00    1.282E+00    9.649E-01    9.227E-01    4.182E+00
   3.048E-02    2.301E+00    1.490E+00    9.853E-01    9.586E-01    3.975E+00
   3.556E-02    2.495E+00    1.563E+00    9.856E-01    6.941E-01    3.063E+00
   4.318E-02    2.789E+00    1.626E+00    9.917E-01    7.117E-01    3.178E+00
   5.080E-02    3.571E+00    1.869E+00    9.919E-01    4.314E-01    2.798E+00
   5.842E-02    3.773E+00    1.868E+00    9.952E-01    3.257E-01    2.711E+00
   6.604E-02    4.262E+00    2.030E+00    9.949E-01    2.360E-01    2.622E+00
   7.366E-02    4.746E+00    2.101E+00    9.963E-01    1.471E-01    2.557E+00
   8.128E-02    4.984E+00    2.077E+00    9.974E-01    3.475E-02    2.603E+00
   9.144E-02    5.397E+00    2.061E+00    9.974E-01   -1.315E-01    2.725E+00
   1.016E-01    5.686E+00    2.069E+00    9.984E-01   -1.110E-01    2.705E+00
   1.118E-01    5.990E+00    2.127E+00    9.978E-01   -2.501E-01    2.844E+00
   1.219E-01    6.500E+00    2.146E+00    9.977E-01   -2.599E-01    3.015E+00
   1.321E-01    6.696E+00    2.150E+00    9.973E-01   -3.445E-01    3.195E+00
   1.422E-01    6.898E+00    2.032E+00    9.982E-01   -4.788E-01    3.473E+00
   1.524E-01    6.816E+00    2.130E+00    9.979E-01   -3.378E-01    3.208E+00
   1.651E-01    6.813E+00    2.016E+00    9.984E-01   -3.154E-01    3.410E+00
   1.778E-01    7.440E+00    1.980E+00    9.983E-01   -4.922E-01    3.826E+00
   2.032E-01    7.361E+00    1.952E+00    9.977E-01   -5.164E-01    4.098E+00
   2.286E-01    7.535E+00    1.920E+00    9.987E-01   -5.534E-01    4.134E+00
   2.540E-01    7.706E+00    1.890E+00    9.985E-01   -5.762E-01    4.380E+00
   3.175E-01    7.846E+00    1.994E+00    9.981E-01   -6.281E-01    4.355E+00
   3.810E-01    7.927E+00    1.985E+00    9.988E-01   -6.401E-01    4.325E+00
   4.572E-01    8.044E+00    2.017E+00    9.982E-01   -6.421E-01    4.350E+00
   5.715E-01    8.019E+00    1.954E+00    9.990E-01   -7.211E-01    4.345E+00
   6.731E-01    8.323E+00    1.978E+00    9.990E-01   -6.811E-01    4.435E+00
   7.747E-01    8.532E+00    1.995E+00    9.991E-01   -6.649E-01    4.470E+00
   8.763E-01    9.058E+00    1.931E+00    9.989E-01   -8.710E-01    5.174E+00
   1.029E+00    9.354E+00    1.996E+00    9.992E-01   -9.830E-01    5.379E+00
   1.123E+00    9.365E+00    1.872E+00    9.989E-01   -1.013E+00    5.997E+00
   1.227E+00    1.004E+01    1.787E+00    9.994E-01   -1.246E+00    7.243E+00
   1.321E+00    1.004E+01    1.764E+00    9.992E-01   -1.212E+00    7.434E+00
   1.412E+00    9.974E+00    1.846E+00    9.995E-01   -1.198E+00    6.536E+00
   1.506E+00    1.017E+01    1.797E+00    9.993E-01   -1.225E+00    6.862E+00
   1.598E+00    1.036E+01    1.765E+00    9.993E-01   -1.280E+00    7.298E+00
   1.692E+00    1.040E+01    1.753E+00    9.991E-01   -1.363E+00    7.870E+00
   1.786E+00    1.037E+01    1.789E+00    9.989E-01   -1.486E+00    8.339E+00
   1.877E+00    1.050E+01    1.809E+00    9.991E-01   -1.592E+00    8.713E+00
   1.971E+00    1.084E+01    1.696E+00    9.995E-01   -1.793E+00    1.015E+01
   2.062E+00    1.060E+01    1.719E+00    9.987E-01   -1.820E+00    1.037E+01
   2.156E+00    1.075E+01    1.625E+00    9.988E-01   -1.787E+00    1.086E+01
   2.248E+00    1.064E+01    1.700E+00    9.984E-01   -1.857E+00    1.120E+01
   2.342E+00    1.034E+01    1.988E+00    9.947E-01   -2.034E+00    1.045E+01
