Subject: Wavy Wall Data - x/lambda = 0.9, vavg
 
 y            v2avg        v2intensity  v2gamma      v2skewness   v2flatness
 
   7.620E-03    1.273E+00    1.233E+00    8.774E-01    4.136E-01    5.242E+00
   1.016E-02    1.028E+00    1.194E+00    8.373E-01    7.407E-01    6.465E+00
   1.270E-02    1.111E+00    1.200E+00    8.546E-01    6.736E-01    6.223E+00
   1.524E-02    9.498E-01    1.207E+00    8.179E-01    1.069E+00    8.250E+00
   1.778E-02    1.117E+00    1.205E+00    8.540E-01    8.424E-01    6.467E+00
   2.032E-02    1.032E+00    1.249E+00    8.313E-01    9.688E-01    7.468E+00
   2.540E-02    1.032E+00    1.254E+00    8.327E-01    1.160E+00    8.310E+00
   3.048E-02    1.013E+00    1.263E+00    8.229E-01    1.170E+00    8.187E+00
   3.556E-02    1.010E+00    1.326E+00    8.111E-01    9.709E-01    7.968E+00
   4.318E-02    9.958E-01    1.309E+00    8.157E-01    1.177E+00    8.550E+00
   5.080E-02    1.062E+00    1.368E+00    8.138E-01    1.109E+00    7.791E+00
   5.842E-02    1.013E+00    1.373E+00    8.029E-01    1.087E+00    7.789E+00
   6.604E-02    1.063E+00    1.388E+00    8.096E-01    9.163E-01    7.485E+00
   7.366E-02    1.056E+00    1.425E+00    7.989E-01    9.883E-01    8.049E+00
   8.128E-02    1.027E+00    1.419E+00    7.911E-01    7.421E-01    6.651E+00
   9.144E-02    9.963E-01    1.463E+00    7.710E-01    8.773E-01    6.856E+00
   1.016E-01    1.010E+00    1.484E+00    7.696E-01    6.841E-01    6.140E+00
   1.118E-01    1.023E+00    1.503E+00    7.675E-01    7.199E-01    6.288E+00
   1.219E-01    9.599E-01    1.526E+00    7.460E-01    7.100E-01    6.001E+00
   1.321E-01    9.194E-01    1.567E+00    7.338E-01    7.288E-01    5.944E+00
   1.422E-01    9.074E-01    1.546E+00    7.303E-01    7.015E-01    5.817E+00
   1.524E-01    8.880E-01    1.592E+00    7.143E-01    7.362E-01    5.938E+00
   1.651E-01    8.823E-01    1.609E+00    7.112E-01    7.038E-01    5.512E+00
   1.778E-01    9.117E-01    1.641E+00    7.138E-01    6.265E-01    5.268E+00
   2.032E-01    8.095E-01    1.652E+00    6.868E-01    6.050E-01    5.395E+00
   2.286E-01    7.290E-01    1.648E+00    6.636E-01    6.966E-01    5.563E+00
   2.540E-01    7.431E-01    1.668E+00    6.633E-01    5.955E-01    4.867E+00
   3.175E-01    6.759E-01    1.660E+00    6.473E-01    6.249E-01    4.932E+00
   3.810E-01    5.750E-01    1.649E+00    6.198E-01    7.658E-01    5.754E+00
   4.572E-01    4.799E-01    1.574E+00    6.032E-01    7.925E-01    6.044E+00
   5.664E-01    4.345E-01    1.563E+00    5.928E-01    9.662E-01    6.979E+00
   6.680E-01    3.884E-01    1.617E+00    5.731E-01    1.103E+00    7.378E+00
   7.696E-01    5.551E-01    1.623E+00    6.194E-01    1.022E+00    6.875E+00
   8.712E-01    3.040E-01    1.624E+00    5.441E-01    1.389E+00    9.452E+00
   1.019E+00    3.572E-01    1.589E+00    5.639E-01    1.149E+00    7.890E+00
   1.110E+00    2.860E-01    1.576E+00    5.363E-01    1.235E+00    8.373E+00
   1.201E+00    2.916E-01    1.639E+00    5.318E-01    1.365E+00    8.744E+00
   1.295E+00    2.812E-01    1.632E+00    5.208E-01    1.362E+00    8.372E+00
   1.387E+00    2.126E-01    1.636E+00    5.054E-01    1.490E+00    9.621E+00
   1.478E+00    1.428E-01    1.549E+00    4.880E-01    1.463E+00    1.010E+01
   1.570E+00    1.457E-01    1.526E+00    4.834E-01    1.728E+00    1.191E+01
   1.664E+00    1.913E-01    1.627E+00    4.871E-01    1.874E+00    1.219E+01
   1.755E+00    1.929E-01    1.599E+00    4.937E-01    1.738E+00    1.161E+01
   1.847E+00    1.477E-01    1.572E+00    4.807E-01    1.906E+00    1.295E+01
   1.938E+00    1.785E-01    1.559E+00    4.897E-01    1.913E+00    1.305E+01
   2.029E+00    9.102E-02    1.410E+00    4.764E-01    1.535E+00    1.104E+01
   2.123E+00    5.664E-02    1.361E+00    4.725E-01    1.728E+00    1.379E+01
   2.215E+00   -4.325E-02    1.379E+00    4.336E-01    2.120E+00    1.793E+01
   2.306E+00   -2.088E-01    1.291E+00    3.936E-01    1.953E+00    2.070E+01
