Subject: Wavy Wall Data - x/lambda = 0.6, uavg
 
 y            v1avg        v1intensity  v1gamma      v1skewness   v1flatness
 
   7.620E-03    5.387E-01    1.050E+00    7.034E-01    2.912E-02    1.825E+01
   1.016E-02    5.920E-01    1.083E+00    7.102E-01    6.238E-01    4.465E+00
   1.270E-02    6.177E-01    1.036E+00    7.338E-01    6.214E-01    4.923E+00
   1.524E-02    7.205E-01    1.173E+00    7.395E-01    4.646E-01    4.130E+00
   1.778E-02    7.233E-01    1.198E+00    7.329E-01    4.863E-01    4.181E+00
   2.032E-02    7.514E-01    1.132E+00    7.535E-01    6.863E-01    4.183E+00
   2.540E-02    8.578E-01    1.203E+00    7.724E-01    7.087E-01    4.043E+00
   3.048E-02    8.014E-01    1.191E+00    7.530E-01    6.387E-01    4.075E+00
   3.556E-02    9.537E-01    1.193E+00    7.991E-01    5.957E-01    3.932E+00
   4.318E-02    1.021E+00    1.259E+00    8.121E-01    7.390E-01    4.160E+00
   5.080E-02    1.070E+00    1.294E+00    8.061E-01    7.178E-01    3.966E+00
   5.842E-02    1.065E+00    1.312E+00    8.068E-01    7.347E-01    4.448E+00
   6.604E-02    1.288E+00    1.298E+00    8.554E-01    6.812E-01    3.765E+00
   7.366E-02    1.136E+00    1.393E+00    8.012E-01    6.116E-01    3.764E+00
   8.128E-02    1.301E+00    1.367E+00    8.528E-01    6.612E-01    3.813E+00
   9.144E-02    1.505E+00    1.482E+00    8.656E-01    6.315E-01    3.481E+00
   1.016E-01    1.607E+00    1.498E+00    8.769E-01    7.336E-01    3.686E+00
   1.118E-01    1.740E+00    1.536E+00    8.999E-01    7.229E-01    3.484E+00
   1.219E-01    1.834E+00    1.571E+00    9.027E-01    5.589E-01    3.297E+00
   1.321E-01    1.819E+00    1.571E+00    9.081E-01    6.761E-01    3.375E+00
   1.422E-01    1.910E+00    1.641E+00    9.065E-01    7.002E-01    3.441E+00
   1.524E-01    1.913E+00    1.667E+00    9.027E-01    6.305E-01    3.361E+00
   1.651E-01    2.159E+00    1.696E+00    9.289E-01    5.839E-01    3.143E+00
   1.778E-01    2.131E+00    1.731E+00    9.280E-01    7.061E-01    3.236E+00
   2.032E-01    2.571E+00    1.855E+00    9.520E-01    5.874E-01    2.954E+00
   2.286E-01    2.804E+00    1.997E+00    9.524E-01    4.903E-01    2.703E+00
   2.540E-01    3.268E+00    2.103E+00    9.694E-01    3.407E-01    2.452E+00
   3.175E-01    3.582E+00    2.175E+00    9.768E-01    3.120E-01    2.508E+00
   3.810E-01    4.353E+00    2.197E+00    9.890E-01    1.341E-02    2.349E+00
   4.572E-01    5.079E+00    2.372E+00    9.908E-01   -1.358E-01    2.395E+00
   5.588E-01    5.767E+00    2.201E+00    9.983E-01   -3.351E-01    2.573E+00
   6.604E-01    6.594E+00    2.084E+00    9.984E-01   -4.788E-01    3.288E+00
   7.620E-01    6.964E+00    2.063E+00    9.986E-01   -6.145E-01    3.600E+00
   8.636E-01    7.533E+00    1.889E+00    9.991E-01   -5.860E-01    4.071E+00
   1.026E+00    8.108E+00    1.835E+00    9.994E-01   -6.784E-01    4.554E+00
   1.212E+00    8.269E+00    1.902E+00    9.991E-01   -6.194E-01    4.425E+00
   1.326E+00    8.659E+00    1.801E+00    9.996E-01   -7.456E-01    5.050E+00
   1.440E+00    8.834E+00    1.726E+00    9.996E-01   -7.286E-01    5.195E+00
   1.554E+00    9.270E+00    1.814E+00    9.998E-01   -8.675E-01    5.369E+00
   1.669E+00    9.150E+00    1.791E+00    9.995E-01   -8.694E-01    5.555E+00
   1.783E+00    9.392E+00    1.878E+00    9.998E-01   -8.169E-01    4.843E+00
   1.897E+00    9.860E+00    1.728E+00    9.996E-01   -1.085E+00    6.737E+00
   2.009E+00    1.012E+01    1.592E+00    9.999E-01   -1.155E+00    7.406E+00
   2.123E+00    1.006E+01    1.690E+00    9.997E-01   -1.214E+00    7.223E+00
   2.238E+00    1.017E+01    1.701E+00    9.999E-01   -1.236E+00    7.179E+00
   2.352E+00    1.034E+01    1.608E+00    9.999E-01   -1.418E+00    8.449E+00
   2.466E+00    1.063E+01    1.554E+00    9.997E-01   -1.349E+00    8.678E+00
   2.581E+00    1.076E+01    1.394E+00    9.998E-01   -1.345E+00    9.802E+00
   2.695E+00    1.036E+01    1.477E+00    9.988E-01   -1.445E+00    1.113E+01
