Subject: Wavy Wall Data - x/lambda = 0.2, uavg
 
 y            v1avg        v1intensity  v1gamma      v1skewness   v1flatness
 
   7.620E-03    1.968E-01    8.338E-01    5.784E-01    2.112E+00    1.356E+01
   1.016E-02    2.027E-01    7.698E-01    5.958E-01    1.468E+00    9.176E+00
   1.270E-02    1.601E-01    7.582E-01    5.550E-01    1.296E+00    8.135E+00
   1.524E-02    2.078E-01    8.038E-01    5.801E-01    1.138E+00    6.704E+00
   1.778E-02    2.015E-01    7.941E-01    5.922E-01    1.265E+00    8.829E+00
   2.032E-02    2.076E-01    8.382E-01    5.644E-01    1.137E+00    6.176E+00
   2.540E-02    2.097E-01    9.970E-01    6.013E-01   -7.349E+00    2.142E+02
   3.048E-02    3.633E-01    1.247E+00    6.656E-01    3.453E+01    4.012E+03
   3.556E-02    2.921E-01    8.543E-01    6.300E-01    1.307E+00    8.367E+00
   4.318E-02    3.671E-01    8.810E-01    6.600E-01    1.224E+00    6.631E+00
   5.080E-02    5.298E-01    1.100E+00    7.046E-01   -4.942E+00    1.463E+02
   5.842E-02    6.800E-01    1.051E+00    7.514E-01    1.285E+00    6.116E+00
   6.604E-02    8.893E-01    1.077E+00    8.135E-01    9.355E-01    4.577E+00
   7.366E-02    1.035E+00    1.200E+00    8.403E-01    1.193E+00    5.327E+00
   8.128E-02    1.178E+00    1.231E+00    8.654E-01    1.285E+00    5.878E+00
   9.144E-02    1.342E+00    1.369E+00    8.843E-01    1.244E+00    5.156E+00
   1.016E-01    1.818E+00    1.564E+00    9.115E-01    8.826E-01    3.834E+00
   1.118E-01    2.418E+00    1.703E+00    9.648E-01    7.593E-01    3.336E+00
   1.219E-01    2.683E+00    1.848E+00    9.715E-01    6.793E-01    3.014E+00
   1.321E-01    2.926E+00    1.843E+00    9.778E-01    5.435E-01    2.839E+00
   1.422E-01    3.216E+00    1.985E+00    9.779E-01    4.279E-01    2.653E+00
   1.524E-01    3.996E+00    2.127E+00    9.880E-01    2.313E-01    2.549E+00
   1.651E-01    4.217E+00    2.208E+00    9.892E-01    1.498E-01    2.344E+00
   1.778E-01    4.814E+00    2.111E+00    9.959E-01   -2.027E-02    2.481E+00
   2.032E-01    5.315E+00    2.239E+00    9.970E-01   -2.569E-02    2.555E+00
   2.286E-01    6.040E+00    2.184E+00    9.969E-01   -2.581E-01    2.908E+00
   2.540E-01    6.358E+00    2.144E+00    9.978E-01   -2.937E-01    2.974E+00
   3.175E-01    7.123E+00    1.933E+00    9.983E-01   -5.340E-01    3.976E+00
   3.810E-01    7.427E+00    1.896E+00    9.977E-01   -5.834E-01    4.329E+00
   4.572E-01    7.612E+00    1.920E+00    9.983E-01   -6.065E-01    4.294E+00
   5.588E-01    7.871E+00    1.979E+00    9.987E-01   -5.214E-01    4.025E+00
   6.604E-01    8.128E+00    2.031E+00    9.983E-01   -5.718E-01    4.044E+00
   7.696E-01    8.409E+00    2.013E+00    9.988E-01   -6.621E-01    4.297E+00
   8.712E-01    8.611E+00    1.996E+00    9.989E-01   -6.836E-01    4.377E+00
   1.024E+00    8.963E+00    1.949E+00    9.991E-01   -8.957E-01    5.281E+00
   1.125E+00    9.339E+00    1.932E+00    9.991E-01   -1.036E+00    5.722E+00
   1.229E+00    9.404E+00    1.933E+00    9.992E-01   -9.221E-01    5.398E+00
   1.331E+00    9.785E+00    1.885E+00    9.988E-01   -1.120E+00    6.414E+00
   1.433E+00    9.532E+00    1.878E+00    9.991E-01   -1.085E+00    6.122E+00
   1.537E+00    9.851E+00    1.806E+00    9.992E-01   -1.182E+00    6.780E+00
   1.638E+00    1.001E+01    1.855E+00    9.989E-01   -1.372E+00    7.568E+00
   1.742E+00    9.909E+00    1.799E+00    9.993E-01   -1.266E+00    7.197E+00
   1.844E+00    1.044E+01    1.790E+00    9.989E-01   -1.475E+00    8.211E+00
   1.946E+00    1.041E+01    1.813E+00    9.991E-01   -1.605E+00    8.838E+00
   2.050E+00    1.076E+01    1.763E+00    9.994E-01   -1.822E+00    1.028E+01
   2.151E+00    1.087E+01    1.706E+00    9.992E-01   -1.904E+00    1.088E+01
   2.253E+00    1.080E+01    1.628E+00    9.993E-01   -1.868E+00    1.128E+01
   2.357E+00    1.063E+01    1.772E+00    9.984E-01   -1.924E+00    1.071E+01
   2.459E+00    1.043E+01    1.807E+00    9.952E-01   -1.967E+00    1.224E+01
